Plot	PlotKey	Year	Origin	Tree Status	Tree Number	SpecCode	DBH	Height	Wood (KG)	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
FCDOM200347PGP	5511	2003	N	L	157	32	13.6	14.63	46.1275	6.7951	2.7199	11.4664	14.1863	52.9226	67.109
CE3017PSP	8776	2004	N	L	110	139	3.8	7.7							
GGM1994002PSP	3302	1994	N	L	26	3	14.5	18.55	49.8082	4.6687	3.9624	5.0456	9.008	54.4769	63.4849
CE3004PSP	8763	1993	N	L	41	2	16.8	16.8	56.1046	6.1567	7.2694	7.7616	15.031	62.2613	77.2924
SR5211PSP	9171	1994	N	L	74	56	38.6	18.84							
FCACI_TB200004PGP	4269	2000	N	L	640	38	2.9	4.53	0.8516	0.1748	0.3114	0.2046	0.516	1.0264	1.5424
SR0205PSP	8965	1998	N	L	34	60	8.8	12.8							
SR2230PSP	9061	1995	N	L	52	22	26.1	16.1	88.9873	12.3894	13.9885	18.5632	32.5517	101.3767	133.9284
MAN1994007PSP	2935	2001	N	L	94	74	9.8	16.35	17.1807	3.9737	1.0783	2.5256	3.6039	21.1544	24.7583
CE0060PSP	8693	1994	N	L	35	37	49.5	21.19	873.1746	123.5738	26.1037	362.0834	388.1871	996.7484	1384.9354
SR5408PSP	9185	1995	N	L	310	55	9.5	13.6							
SR0206PSP	8966	1998	N	L	54	78	6.0	6.8							
SR0208PSP	8968	1993	N	L	43	111	10.3	11.8							
SR1201PSP	9002	1992	N	L	37	123	17.5	19.51							
SR0201PSP	8961	1992	N	L	121	47	12.5	14.23	38.8423	7.3917	2.2596	6.4782	8.7378	46.234	54.9718
BP1993031PSP	3205	1993	N	L	799	20	11.3	8.95	18.1171	3.4178	4.8128	3.3155	8.1283	21.5349	29.6632
1211956PIP	6714	2012	N	L	6	13	11.5	10.4	22.1746	3.6621	5.2132	4.5127	9.7259	25.8367	35.5625
1280666PIP	6759	2012	N	L	72	41	3.3	5.7	2.3166	0.467	0.2752	0.2346	0.5098	2.7836	3.2935
1287331PIP	212	2011	N	L	7	45	7.7	8.8	11.3775	2.2369	0.861	2.5349	3.3959	13.6143	17.0102
SR5404PSP	9181	1998	N	L	17	170	8.3	11.7							
IFF1993009PSP	3361	2018	N	L	201	139	8.4	12							
SR0205PSP	8965	1993	N	L	38	78	3.9	6.55							
SR1201PSP	9002	2007	N	L	17	46	25.6	21.4	209.2658	26.1458	5.9245	63.5051	69.4296	235.4116	304.8412
1232416PIP	6943	2015	N	L	24	73	19.5	14	74.4554	15.8026	3.4096	15.7235	19.1331	90.258	109.3911
FECGY864PGP	12840	2011	N	L	80	39	5.5	8.27							
CHT2005003PGP	7073	2005	N	L	22	73	37.5	19.7	370.264	62.9277	9.8447	76.3533	86.198	433.1917	519.3897
CE1017PSP	8722	2004	N	L	5	1	9.9	6.95							
1191036PIP	10484	2017	N	L	22	3	23.3	19.4	155.7817	12.4639	8.9972	15.8663	24.8635	168.2456	193.1091
SR1017PSP	8994	2009	N	L	4	170	28.4	26.2							
LSJP1993031PSP	3464	1993	N	L	778	3	5.7	5.42	5.2778	0.6756	0.7886	0.529	1.3176	5.9534	7.271
SR1209PSP	9010	2009	N	L	19	94	26.2	21.6							
SR1202PSP	9003	1993	N	L	53	124	3.3	5.56							
KAP2005002PGP	7604	2022	N	L	32	25	8.7	8.5	12.4553	1.6741	2.0006	2.633	4.6336	14.1294	18.763
ARGS085PGP	11876	1977	N	L	21	44	15.5	15.54	80.4954	5.5475	3.1567	24.3729	27.5296	86.0428	113.5725
LSJP1993002PSP	3438	2004	N	L	33	3	11.5	8.55	28.5286	2.8892	2.654	2.8823	5.5363	31.4178	36.9541
SR1001PSP	8985	2012	N	L	93	1196	7.4	11.6							
SR3025PSP	9085	1995	N	L	16	47	3.2	6.39	1.9873	0.452	0.4295	0.2682	0.6977	2.4393	3.137
SR4406PSP	9127	1993	N	L	17	123	5.7	9.62							
MCR2005003PSP	7404	2005	N	L	86	25	4.8	5.29	2.9055	0.4771	0.826	0.6845	1.5105	3.3825	4.8931
SR0208PSP	8968	1993	N	L	11	123	7.0	9.99							
COC2019002PSP	10594	2019	N	L	19	73	19.2	16.2	71.677	15.2933	3.3249	15.1453	18.4702	86.9703	105.4405
1197961PIP	10361	2016	N	L	5	73	2.6	4.2	0.5314	0.2237	0.13	0.1208	0.2508	0.7551	1.0059
SR1201PSP	9002	2012	N	L	21	90	31.6	21.2							
SR4413PSP	9134	1999	N	L	12	123	4.9	8.4							
HEM_DICK862PGP	12157	1990	N	L	18	1001	13.6	8.5							
TIM1999003PSP	3143	1999	N	L	43	20	6.3	5.51	4.45	0.8667	1.8146	0.7515	2.5661	5.3167	7.8827
SR4012PSP	9097	1995	N	L	100	55	11.1	8.02							
SR0207PSP	8967	1993	N	L	107	54	28.0	15.5							
SR5024PSP	9161	1997	N	L	29	58	34.6	22.9	363.037	45.733	6.611	98.8366	105.4476	408.77	514.2176
FCDOM200339PGP	5503	2013	N	L	136	74	18.5	17.6	82.7952	18.1995	3.0383	12.5354	15.5737	100.9947	116.5684
SR1203PSP	9004	2008	N	L	3	124	28.1	26.7							
SR0208PSP	8968	1993	N	L	39	111	8.6	9.6							
FCWEY4S2002024PGP	6394	2007	N	L	46	3	4.0	5.5	2.2525	0.3245	0.4275	0.2249	0.6524	2.5771	3.2294
FCBOW12-2002-13PGP	4982	2002	N	L	73	3	7.2	4.71	9.2548	1.0959	1.1811	0.9301	2.1112	10.3507	12.4618
SR1001PSP	8985	2012	N	L	128	1196	4.4	9.5							
SR5014PSP	9156	1994	N	L	63	33	34.3	22.8	389.3622	38.1163	12.2106	162.0468	174.2574	427.4785	601.7359
CE1013PSP	8719	2000	N	L	62	70	18.6	25.15	90.4248	20.5091	2.8909	10.9677	13.8586	110.9339	124.7925
SR1001PSP	8985	1998	N	L	21	56	6.5	10.2							
BR0554PGP	7243	2015	N	L	113	903	8.7	14.87							
FCDOM200239PGP	5466	2012	N	L	180	70	9.7	10.3	19.6709	4.8209	0.7786	1.9499	2.7285	24.4919	27.2204
SR0201PSP	8961	1992	N	L	38	39	55.9	31.2							
1273661PIP	34	2017	N	L	126	1092	11.0	10.2							
SR0210PSP	8970	1998	N	L	29	47	3.4	6.2	2.2683	0.5118	0.4624	0.3091	0.7715	2.7801	3.5516
SR1001PSP	8985	2007	N	L	128	1196	4.0	8.2							
SR1017PSP	8994	2009	N	L	53	123	26.8	24.6							
SR5404PSP	9181	2012	N	L	101	46	27.2	21.8	238.6382	29.5065	6.3823	72.694	79.0763	268.1446	347.2209
ARGS058PGP	11849	1977	N	L	7	75	25.9	19.81							
SR5415PSP	9192	1995	N	L	36	94	10.7	13.9							
SR1213PSP	9014	2009	N	L	36	46	4.9	7.1	5.8218	0.9665	0.7782	1.593	2.3712	6.7883	9.1595
SR5209PSP	9169	1995	N	L	2	30	26.3	25.4							
SR4218PSP	9116	1994	N	L	28	41	16.1	17	71.2368	13.0069	3.9078	19.195	23.1028	84.2437	107.3465
SR2209PSP	9048	1995	N	L	36	55	18.4	16							
SR1023PSP	9000	2005	N	L	16	51	9.4	11.9	12.45	3.3208	1.1303	3.4656	4.5959	15.7708	20.3667
SR5408PSP	9185	2012	N	L	187	55	32.6	22.6							
SR5417PSP	9194	1995	N	L	49	111	28.0	18.6							
WWA1999009PSP	3148	1999	N	L	309	22	21.2	9.97	56.1779	7.9343	9.7666	12.4096	22.1762	64.1122	86.2884
SR5417PSP	9194	1999	N	L	26	170	19.4	20.2							
1273661PIP	34	2008	N	L	126	1092	9.6	8.6							
SR1015PSP	8992	2009	N	L	80	88	16.2	17.3							
SR0205PSP	8965	1993	N	L	78	124	3.2	5.43							
SR0001PSP	8941	1997	N	L	12	94	3.8	4.9							
CE6102PSP	8873	2021	N	L	35	41	36.8	26.6	425.3694	73.7558	15.5933	190.9458	206.5391	499.1252	705.6642
NBBW101PGP	12369	2003	N	L	19	38	30.5	18.5	307.3714	50.1788	14.5939	83.1856	97.7795	357.5502	455.3297
CHA1999004PSP	3124	2006	N	L	120	32	17.4	16.68	82.2011	11.3703	3.9554	21.1498	25.1052	93.5715	118.6767
SR0401PSP	8978	1992	N	L	27	75	36.3	21.8							
SR5417PSP	9194	1995	N	L	69	33	20.5	21.6	132.105	13.3153	6.3903	32.826	39.2163	145.4203	184.6367
SR0206PSP	8966	1993	N	L	64	55	34.1	25							
SR0209PSP	8969	1998	N	L	19	60	19.1	23.2							
SR5408PSP	9185	1995	N	L	155	58	11.1	13.2	39.9736	5.6606	1.6293	10.0537	11.683	45.6342	57.3172
COC1994003PSP	3266	2018	N	L	24	25	13.2	9.5	34.5529	4.0362	3.7195	6.7699	10.4894	38.5891	49.0785
SR5416PSP	9193	1998	N	L	8	47	42.2	20.5	552.2305	89.6286	9.9516	111.2573	121.2089	641.8591	763.068
SR0208PSP	8968	1993	N	L	16	68	14.7	13.3							
SR5023PSP	9160	1999	N	L	14	5	12.0	7.8							
ACH_EPGP	12063	1952	N	L	47	1	16.0	20.1							
SR0407PSP	8984	1997	N	L	7	60	31.6	25.1							
FCTEM2001118PGP	5952	2001	N	L	74	12	7.0	5.18	5.4117	1.0234	2.7807	1.6275	4.4082	6.4351	10.8433
SR0216PSP	8976	2000	N	L	45	56	6.7	10.1							
NP1995014PSP	2961	2011	N	L	131	1091	8.8	8.55							
ARGS226PGP	12016	1977	N	L	15	37	17.0	16.46	87.0888	11.1876	5.8632	27.7199	33.5831	98.2764	131.8595
HEM_LAWR130PGP	12194	1991	N	L	23	14	9.4	7	16.4169	2.3825	1.4989	0.7691	2.268	18.7994	21.0674
SR5013PSP	9155	1994	N	L	59	44	5.4	7.9	7.1311	0.5234	0.5742	2.0068	2.581	7.6545	10.2355
FCABI200303PGP	4461	2022	N	L	144	1091	7.5	7.9							
SR5406PSP	9183	1993	N	L	19	33	45.5	24	704.7905	67.8984	17.4227	389.3224	406.7451	772.6889	1179.434
CE3015PSP	8774	1993	N	L	39	37	18.7	15.3	106.9651	13.8601	6.6985	34.8591	41.5576	120.8252	162.3827
CE0067PSP	8700	1994	N	L	1	2	14.3	15.17	37.8276	4.423	5.2087	4.9822	10.1909	42.2506	52.4414
SR0205PSP	8965	1993	N	L	30	60	19.6	13.5							
SR4222PSP	9119	1995	N	L	32	1	57.5	29.4							
SR4204PSP	9102	1993	N	L	29	55	4.5	5.63							
FCTEM2003046PGP	6017	2013	N	L	325	38	11.6	12.1	27.3506	4.9054	3.0039	7.0487	10.0526	32.256	42.3086
FCABI200605PGP	4658	2011	N	L	1	45	39.4	22.19	526.7079	66.3151	7.9087	63.9343	71.843	593.0229	664.8659
FCACI_TB200409PGP	4545	2014	N	L	882	74	45.5	25.7	767.9511	157.0655	13.1784	121.2272	134.4056	925.0166	1059.4222
ACH_HPGP	12066	1958	N	L	5	2	30.5	20.1	241.3341	20.9402	24.9662	40.0465	65.0127	262.2742	327.287
SR0204PSP	8964	1993	N	L	64	124	8.3	11.9							
HEM_DICK862PGP	12157	1990	N	L	12	1001	10.0	9							
SR0206PSP	8966	1993	N	L	20	50	39.9	22	543.7215	69.6918	10.6201	125.1491	135.7692	613.4133	749.1825
SR0208PSP	8968	1998	N	L	34	68	6.6	9.7							
1143071PIP	10437	2017	N	L	98	13	18.8	12	76.3208	11.0281	10.4472	12.5679	23.0151	87.3489	110.364
FCDOM200322PGP	5556	2008	N	L	338	74	29.8	22	269.4267	57.0046	6.61	41.7041	48.3141	326.4313	374.7454
SR0015PSP	8955	1999	N	L	43	58	41.9	27.2	526.3666	65.0148	8.3692	145.2279	153.5971	591.3815	744.9786
CHA1995027PSP	3263	1995	N	L	52	20	8.6	8.25	9.4003	1.8	3.0509	1.6569	4.7078	11.2003	15.908
NP1993007PSP	2950	1993	N	L	46	74	19.2	19.93	90.7666	19.8924	3.228	13.7659	16.9939	110.659	127.6529
SR1022PSP	8999	2005	N	L	106	170	3.8	6.1							
HEM_FRES817PGP	12183	1991	N	L	15	1001	9.7	10							
CE7018PSP	8896	1994	N	L	68	70	6.3	9.2	7.1561	1.8462	0.3263	0.6205	0.9468	9.0023	9.9491
HEM_MCLA147PGP	12211	1991	N	L	11	37	49.5	16	873.1746	123.5738	26.1037	362.0834	388.1871	996.7484	1384.9354
CE0006PSP	8652	2020	N	L	136	139	12.9	13.4							
NOR2013002PSP	11781	2013	N	L	12	14	14.9	16.4	46.9573	6.242	4.5728	3.4766	8.0494	53.1993	61.2487
CE4000PSP	8794	1998	N	L	14	56	4.6	5.3							
SR1209PSP	9010	2000	N	L	8	94	41.6	27.2							
SR0205PSP	8965	1993	N	L	32	60	4.6	8.5							
CE4112PSP	8832	2016	N	L	59	42	6.1	6.4							
1184261PIP	10357	2016	N	L	2	13	30.3	27	253.4558	32.1676	20.5193	33.98	54.4993	285.6234	340.1226
SR0209PSP	8969	1994	N	L	28	60	39.2	26.5							
SR0404PSP	8981	1998	N	L	1	60	45.5	30.8							
SR5404PSP	9181	1998	N	L	68	177	4.1	6.45							
FCTEM2001096PGP	5805	2001	N	L	117	73	46.8	21.3	637.5529	100.497	14.0998	130.4158	144.5156	738.0499	882.5655
CE1035PSP	8740	2010	N	L	44	22	21.8	14.8	59.7554	8.4233	10.2491	13.0989	23.348	68.1788	91.5267
SR1201PSP	9002	1992	N	L	88	124	6.8	8.92							
FCNEE_KC2002189PGP	5262	2013	N	L	116	20	27.6	19.8	154.898	27.831	21.3736	32.0532	53.4268	182.729	236.1558
SR5414PSP	9191	1995	N	L	181	22	9.2	7.95	8.8628	1.3259	2.3085	2.4638	4.7723	10.1887	14.961
SR5023PSP	9160	1999	N	L	22	5	20.8	8.8							
SR1015PSP	8992	1994	N	L	32	88	18.6	16.9							
COC2019001PSP	10593	2019	N	L	128	12	6.1	4.5	3.7956	0.7455	2.2723	1.222	3.4943	4.5411	8.0355
SR5416PSP	9193	1995	N	L	6	47	34.4	27.5	353.5784	58.9415	7.758	69.0097	76.7677	412.5199	489.2876
CE1033PSP	8738	1994	N	L	65	2	38.1	23.26	415.9222	33.0615	39.5612	73.8634	113.4246	448.9837	562.4082
CE0009PSP	8655	1999	N	L	1	30	7.5	10.25							
CE3028PSP	8787	1999	N	L	28	45	9.4	11.8	18.1788	3.3846	1.129	3.7605	4.8895	21.5634	26.4529
SR0208PSP	8968	1993	N	L	28	68	4.0	6.4							
FCTEM2002012PGP	5839	2007	N	L	685	13	27.2	17.64	193.2096	25.2514	17.6144	27.1358	44.7502	218.4611	263.2113
BR0557PGP	7246	2015	N	L	89	1091	9.1	11.4							
CE1002PSP	8709	1993	N	L	47	22	30.9	17.84	129.2751	17.7903	18.7262	25.7423	44.4685	147.0654	191.534
SR0201PSP	8961	1992	N	L	54	33	10.4	12.7	31.7692	3.3277	2.7212	3.9994	6.7206	35.0969	41.8176
SR5007PSP	9150	1999	N	L	59	169	29.2	16							
SR1213PSP	9014	2005	N	L	25	90	4.1	5.4							
CE1004PSP	8711	1993	N	L	33	1	4.7	3.73							
SR0402PSP	8979	1993	N	L	35	32	32.2	26.5	348.0634	41.1392	10.0797	97.6016	107.6813	389.2027	496.8839
SR1216PSP	9015	2006	N	L	51	40	21.4	18.1	96.9339	14.7612	4.4985	34.6917	39.1902	111.6951	150.8854
COC1994013PSP	3276	2016	N	L	195	25	28.5	19.2	227.307	20.4919	11.6873	38.7053	50.3926	247.7989	298.1915
CE7011PSP	8889	1994	N	L	18	41	3.0	5.43	1.8853	0.3823	0.2346	0.18	0.4146	2.2676	2.6823
SR5407PSP	9184	1995	N	L	34	94	14.6	14.7							
SR5408PSP	9185	2012	N	L	289	47	16.2	19.7	68.3872	12.5802	3.0992	11.8744	14.9736	80.9674	95.941
CHA1995012PSP	3248	1995	N	L	169	12	12.1	8.3	22.1806	3.6078	6.2064	5.0871	11.2935	25.7885	37.0819
1253101PIP	9	2017	N	L	60	1092	8.8	8.7							
FCTEM2004002PGP	6075	2009	N	L	753	25	23.4	20.3	140.2929	13.5153	8.7165	24.763	33.4795	153.8083	187.2878
SR0213PSP	8973	1994	N	L	63	33	31.8	25	332.1491	32.6553	11.1017	128.1407	139.2424	364.8044	504.0468
SR1015PSP	8992	2009	N	L	95	88	31.9	21.4							
SR0206PSP	8966	1998	N	L	46	68	26.5	21.5							
CE3023PSP	8782	1993	N	L	74	41	24.6	19.05	178.1045	31.6692	7.9457	62.3487	70.2944	209.7737	280.0682
SR0404PSP	8981	1993	N	L	10	78	29.1	23.5							
ARGS075PGP	11866	1977	N	L	18	56	10.7	11.28							
ACH_NPGP	12072	1958	N	L	118	75	19.3	15.2							
SR5021PSP	9159	1999	N	L	84	45	3.9	7.45	2.3018	0.5449	0.3417	0.6605	1.0022	2.8467	3.8489
FCWEY4S2001062PGP	6333	2001	N	L	963	74	5.1	5.96	3.4119	0.8315	0.3718	0.4866	0.8584	4.2434	5.1017
FECGY724PGP	12826	2001	N	L	4	58	31.9	21	310.0816	39.39	5.9813	83.9428	89.9241	349.4716	439.3958
SR5401PSP	9178	1993	N	L	27	46	13.1	16.5	49.0134	6.8712	2.6027	14.263	16.8657	55.8846	72.7503
SR1024PSP	9001	2010	N	L	4	46	4.5	6.4	4.841	0.8155	0.701	1.3176	2.0186	5.6565	7.675
TIM2011005PGP	7706	2011	N	L	10	38	25.6	19.3	198.2969	32.9286	10.9599	53.1927	64.1526	231.2256	295.3781
SR1210PSP	9011	1994	N	L	3	136	4.0	5.36							
SR0206PSP	8966	1993	N	L	21	78	16.5	17.5							
FCBOW56-036-0PGP	4894	2018	N	L	995	70	35.7	19	416.6009	87.4349	10.7538	61.8481	72.6019	504.0358	576.6378
SR5417PSP	9194	1995	N	L	12	42	51.2	20.9							
SR5404PSP	9181	1993	N	L	76	177	22.7	24							
SR5023PSP	9160	1996	N	L	35	5	5.6	4.87							
SR0401PSP	8978	1997	N	L	45	40	27.5	26.9	174.0355	24.2813	7.0442	66.9443	73.9885	198.3168	272.3052
ACH_APGP	12059	1952	N	L	115	2	4.8	6.4	2.6178	0.4705	0.5443	0.2471	0.7914	3.0883	3.8797
HEA1994001PSP	3346	2013	N	L	73	22	13.2	7.54	19.697	2.8742	4.3075	4.9575	9.265	22.5712	31.8362
SR1021PSP	8998	2006	N	L	6	94	3.3	5.6							
GGM1994025PSP	3322	2013	N	L	81	3	35.6	24.72	431.6155	29.9768	18.7243	44.1728	62.8971	461.5922	524.4893
SR0208PSP	8968	1993	N	L	30	68	3.2	2.12							
CE0016PSP	8662	1994	N	L	29	37	8.0	9.02	17.1349	2.0559	2.0451	4.5257	6.5708	19.1908	25.7616
SR5007PSP	9150	1999	N	L	71	50	13.9	16	35.7817	5.0669	2.5752	12.5282	15.1034	40.8487	55.9521
SR0208PSP	8968	1993	N	L	61	32	10.5	14.5	25.1491	3.9579	1.8357	6.0296	7.8653	29.107	36.9723
CE0071PSP	8704	2000	N	L	2	12	38.4	26.5	435.2193	51.5116	33.7758	56.3429	90.1187	486.731	576.8497
SR0215PSP	8975	1994	N	L	9	44	38.8	25.5	663.381	43.2771	13.9115	214.0697	227.9812	706.6581	934.6393
SR0208PSP	8968	1998	N	L	18	88	45.4	27.3							
SR0401PSP	8978	1992	N	L	38	75	21.2	23.5							
ACH_IPGP	12067	1958	N	L	67	75	21.3	25							
1239491PIP	10556	2017	N	L	71	1005	11.5	10.2							
SR5416PSP	9193	2010	N	L	26	47	28.6	24.3	236.336	40.3603	6.1949	44.823	51.0179	276.6963	327.7142
FCTEM2003057PGP	6028	2014	N	L	341	38	31.2	22.4	325.3314	52.9936	15.1455	88.1474	103.2929	378.325	481.6179
SR1022PSP	8999	2005	N	L	15	88	29.6	20.3							
SR5417PSP	9194	1995	N	L	52	170	9.4	14							
SR0205PSP	8965	1993	N	L	120	60	3.5	5.23							
SR0206PSP	8966	1993	N	L	3	78	30.5	22.5							
ACH_FPGP	12064	1995	N	L	6	1	45.1	29.08							
NOR2013002PSP	11781	2013	N	L	46	14	17.1	16.3	64.2915	8.3247	6.3826	5.458	11.8406	72.6163	84.4568
FCWEY4S2004018PGP	6546	2004	N	L	147	74	15.9	18.12	56.9132	12.663	2.3735	8.5564	10.9299	69.5762	80.5062
SR1205PSP	9006	2013	N	L	12	44	35.6	27.5	544.2988	35.6917	12.1046	174.5964	186.701	579.9906	766.6916
SR1203PSP	9004	2000	N	L	15	124	23.3	25.5							
ACH_NPGP	12072	1968	N	L	74	75	24.4	22.7							
SR5416PSP	9193	2010	N	L	8	47	46.0	24.2	666.5227	106.9654	11.054	136.0938	147.1478	773.4881	920.636
PIK2001004PSP	7379	2001	N	L	43	3	9.9	12.25	19.9004	2.1188	2.0483	2.0072	4.0555	22.0192	26.0747
SR4413PSP	9134	1999	N	L	17	123	18.2	19.7							
SR5014PSP	9156	1994	N	L	19	33	41.7	21.8	586.8429	56.8158	15.6123	297.0435	312.6558	643.6586	956.3145
SR5023PSP	9160	1996	N	L	73	5	4.1	5.01							
SR1023PSP	9000	2010	N	L	31	40	33.3	24.7	272.0061	35.4983	9.9184	110.5496	120.468	307.5043	427.9723
SR1219PSP	9017	2006	N	L	113	46	26.7	25	229.2361	28.4345	6.2385	69.7489	75.9874	257.6706	333.658
SG1999003PSP	3140	2000	N	L	618	74	23.2	22.87	144.99	31.298	4.3947	22.1836	26.5783	176.288	202.8663
SR1022PSP	8999	1995	N	L	48	32	17.6	17.9	84.4337	11.6451	4.0247	21.759	25.7837	96.0788	121.8626
SR5415PSP	9192	1995	N	L	40	56	4.1	7.94							
CE2001PSP	8745	1997	N	L	61	32	7.6	9	11.7861	2.0145	1.1232	2.7009	3.8241	13.8006	17.6248
SR5404PSP	9181	2012	N	L	70	177	12.7	18.1							
SR0207PSP	8967	1993	N	L	15	111	8.2	8.25							
SR0216PSP	8976	1995	N	L	15	54	9.8	14.3							
FCABI200238PGP	4360	2002	N	L	12	73	34.9	22.66	310.4321	54.0631	8.7619	64.1828	72.9447	364.4952	437.44
SR0206PSP	8966	1998	N	L	28	54	23.7	20.3							
SR5417PSP	9194	1999	N	L	54	170	15.0	18.5							
SR5008PSP	9151	1993	N	L	1	46	22.2	22	153.681	19.6771	4.9736	46.2228	51.1964	173.3581	224.5545
CE3003PSP	8762	2015	N	L	71	44	8.8	8.9	21.911	1.562	1.2643	6.3788	7.6431	23.473	31.1161
LWP1993001PSP	2910	1993	N	L	523	2	17.7	21.44	63.7449	6.8529	8.0983	8.9601	17.0584	70.5978	87.6562
SR1018PSP	8995	1995	N	L	15	41	25.1	21.5	186.022	33.0354	8.2179	65.9344	74.1523	219.0574	293.2098
FCBOW56-2005-11PGP	5162	2010	N	L	204	45	24.6	14.51	174.1948	24.9415	4.1709	25.1939	29.3648	199.1364	228.5012
HEM_DICK711PGP	12155	1990	N	L	18	1001	16.9	14							
CE2015PSP	8758	1998	N	L	131	2	21.3	17.9	100.2674	10.0213	11.8783	14.9125	26.7908	110.2887	137.0794
FCABI200528PGP	4583	2010	N	L	175	3	8.0	12.12	11.9227	1.363	1.4171	1.1996	2.6167	13.2857	15.9024
TIM2004009PGP	7583	2004	N	L	124	45	28.4	19.4	244.1067	33.6075	5.0696	33.4683	38.5379	277.7143	316.2521
ARGS021PGP	11812	1993	N	L	60	19	3.0	2.89	0.8477	0.1794	0.502	0.2614	0.7634	1.0271	1.7905
SR0204PSP	8964	1993	N	L	54	50	42.4	25.5	636.0348	81.0572	11.5236	142.9003	154.4239	717.0921	871.516
SR4421PSP	9139	1995	N	L	40	70	16.7	15.2	70.2495	16.1388	2.3267	8.2407	10.5674	86.3883	96.9558
SR1204PSP	9005	1993	N	L	44	111	4.7	6.99							
1177416PIP	10469	2017	N	L	57	903	12.1	9.9							
SR2231PSP	9062	2001	N	L	125	32	44.1	24.5	727.6417	79.3631	16.2564	213.2113	229.4677	807.0047	1036.4724
HEA1992004PSP	3335	1997	N	L	183	25	17.1	14.93	65.1085	6.9708	5.4666	12.1686	17.6352	72.0793	89.7144
SR1219PSP	9017	2006	N	L	65	124	20.3	25.2							
FCBOW56-036-0PGP	4894	2012	N	L	6	70	5.4	5.5	4.9867	1.3104	0.2392	0.4122	0.6514	6.2971	6.9486
SR0217PSP	8977	1995	N	L	53	78	29.9	15							
SR0217PSP	8977	2000	N	L	29	45	4.1	5.9	2.5887	0.6045	0.3658	0.7291	1.0949	3.1932	4.2881
SR1201PSP	9002	1992	N	L	45	123	6.3	10.6							
ARGS131PGP	11921	1977	N	L	14	56	29.2	17.07							
ACH_KPGP	12069	1984	N	L	27	2	17.8	17	64.6296	6.9326	8.1932	9.1001	17.2933	71.5622	88.8555
SR1003PSP	8987	2008	N	L	53	94	38.7	25.3							
SR0019PSP	8957	1995	N	L	15	40	17.9	16.8	63.898	10.3563	3.2688	21.7236	24.9924	74.2543	99.2467
SR0206PSP	8966	1998	N	L	26	54	19.2	17.8							
SR5021PSP	9159	1999	N	L	90	47	19.3	22.3	100.202	18.0154	3.8362	17.8781	21.7143	118.2174	139.9317
ARGS058PGP	11849	1982	N	L	7	75	28.4	22.25							
KLK1994042PSP	3432	2014	N	L	21	903	8.9	7.1							
1197991PIP	10339	2016	N	L	14	25	27.7	20.2	212.0065	19.2966	11.2027	36.2879	47.4906	231.3031	278.7936
CE3014PSP	8773	1993	N	L	86	1	2.9	4.85							
LWP1994009PSP	2919	2014	N	L	232	70	11.3	16	28.1308	6.7701	1.0591	2.9236	3.9827	34.9009	38.8836
TIM1999003PSP	3143	1999	N	L	23	45	40.0	20.94	545.7437	68.4289	8.0727	65.8735	73.9462	614.1726	688.1188
SR0208PSP	8968	1993	N	L	33	68	5.7	7.77							
SR0205PSP	8965	1993	N	L	28	60	10.3	12.2							
SR0208PSP	8968	1993	N	L	19	88	36.9	24							
SR5201PSP	9162	1998	N	L	37	51	45.9	29.5	568.9017	92.4326	15.1743	120.5583	135.7326	661.3343	797.0669
CE3009PSP	8768	1993	N	L	83	32	3.6	6.96	2.0439	0.4228	0.3608	0.4219	0.7827	2.4667	3.2494
SR5416PSP	9193	1995	N	L	43	169	7.9	7.56							
CE3033PSP	8792	2009	N	L	30	70	24.4	23.6	170.7941	37.5064	4.9951	22.5342	27.5293	208.3006	235.8299
SR1204PSP	9005	1993	N	L	76	51	14.2	12.34	33.6497	7.8895	2.2213	8.7253	10.9466	41.5392	52.4858
SR5404PSP	9181	2012	N	L	68	177	6.7	9.6							
FCTEM2003046PGP	6017	2013	N	L	405	12	15.5	12.9	41.9928	6.3803	8.925	8.5195	17.4445	48.373	65.8175
COC1994016PSP	3279	1994	N	L	14	73	38.4	23.74	392.4427	66.1617	10.2306	80.857	91.0876	458.6044	549.692
FCBOW4-2002-14PGP	4994	2013	N	L	45	38	9.5	10.7	16.5923	3.0343	2.167	4.2331	6.4001	19.6265	26.0267
KLK1994043PSP	3433	2013	N	L	82	13	9.4	8.7	13.355	2.3298	3.9197	2.9645	6.8842	15.6848	22.5689
SR0201PSP	8961	1992	N	L	82	33	4.3	7.84	4.9719	0.5475	0.8959	0.2583	1.1542	5.5194	6.6736
SR0208PSP	8968	1993	N	L	9	111	11.2	10.62							
SR0008PSP	8948	1998	N	L	18	50	7.9	7.5	8.3265	1.2438	1.2053	3.6501	4.8554	9.5703	14.4257
FCNEE_KC2000140PGP	5213	2005	N	L	8	74	8.8	11.09	13.1629	3.0708	0.9047	1.9253	2.83	16.2336	19.0637
WWA1999008PSP	3147	1999	N	L	309	22	11.2	7.66	13.6947	2.0211	3.2429	3.6063	6.8492	15.7158	22.5651
FCWEY_KEN2003021PGP	6500	2008	N	L	45	13	20.4	16.8	93.7228	13.2453	11.7265	14.8999	26.6264	106.9681	133.5945
CE4121PSP	8841	1995	N	L	13	37	10.7	11.03	32.0837	3.9522	3.0704	9.1065	12.1769	36.036	48.2128
