BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-23 08:17:11
Total records: 2522

plot	subplot	year	origin	tree status	speccode	tree number	dbh	height	Total (KG)
1156821	1	2016	Natural Stand	L 	13	3144	10.7	11.2	31.7170
1156821	1	2016	Natural Stand	L 	13	3145	13.3	11.1	48.7658
1156821	1	2016	Natural Stand	L 	13	3146	13.2	11	47.8548
1156821	1	2016	Natural Stand	L 	13	3147	10.4	10.9	29.5860
1156821	1	2016	Natural Stand	L 	13	3148	10	9.9	26.1903
1156821	1	2016	Natural Stand	L 	13	3149	9.7	9.8	24.5332
1156821	1	2016	Natural Stand	L 	13	3150	10	9.7	25.9726
1156821	1	2016	Natural Stand	L 	13	3151	7.2	9.5	13.4122
1156821	1	2016	Natural Stand	L 	13	3152	5.1	6.5	5.7539
1156821	1	2016	Natural Stand	L 	13	3153	5.8	5.6	7.3315
1156821	1	2016	Natural Stand	L 	13	3154	6	5.3	7.8895
1156821	1	2016	Natural Stand	L 	13	3155	3.5	4.6	2.4518
1156821	1	2016	Natural Stand	L 	13	3156	5.7	4.4	7.2240
1156821	1	2016	Natural Stand	L 	13	3157	3	4	1.7516
1163491	1	2009	Natural Stand	L 	13	3305	15.3	9.92	63.0807
1163491	1	2009	Natural Stand	L 	13	3306	10.5	8.75	27.7369
1163491	1	2009	Natural Stand	L 	13	3307	9.1	8	20.1206
1163491	1	2009	Natural Stand	L 	13	3308	9.1	7.3	19.7867
1163491	1	2009	Natural Stand	L 	13	3309	9	7.04	19.2471
1163491	1	2009	Natural Stand	L 	13	3310	2.5	3.16	1.2026
1163491	1	2019	Natural Stand	L 	13	3440	19.1	12.7	107.3931
1163491	1	2019	Natural Stand	L 	13	3441	12.4	10.5	41.4038
1163491	1	2019	Natural Stand	L 	13	3442	10.8	9.7	30.3564
1163491	1	2019	Natural Stand	L 	13	3443	11.8	9.6	36.2794
1163491	1	2019	Natural Stand	L 	13	3444	11.1	9.2	31.5653
1163491	1	2019	Natural Stand	L 	13	3445	8	5.5	14.9657
1163491	1	2019	Natural Stand	L 	13	3446	4.7	4.7	4.6352
1163491	1	2019	Natural Stand	L 	13	3447	3	3.8	1.7547
1163491	1	2019	Natural Stand	L 	13	3448	4.5	3.6	4.4487
1163491	1	2019	Natural Stand	L 	13	3449	4.4	2.6	5.0903
1163491	1	2019	Natural Stand	L 	13	3450	4.3	2.5	4.9529
1163491	1	2019	Natural Stand	L 	13	3451	4.5	1.4	10.1679
1163491	1	2019	Natural Stand	L 	13	3452	3.2	1.4	4.0628
1163556	1	2008	Natural Stand	L 	13	3582	17.9	12.08	92.3503
1163556	1	2008	Natural Stand	L 	13	3583	15	10.87	61.9280
1163556	1	2008	Natural Stand	L 	13	3584	14.7	10.73	59.1516
1163556	1	2008	Natural Stand	L 	13	3585	10.8	10.6	31.4701
1163556	1	2008	Natural Stand	L 	13	3586	14	10.19	52.6445
1163556	1	2008	Natural Stand	L 	13	3587	10.3	8.62	26.5438
1163556	1	2008	Natural Stand	L 	13	3588	10	7.64	24.3625
1163556	1	2008	Natural Stand	L 	13	3589	2.6	2.48	1.4454
1163556	1	2017	Natural Stand	L 	13	3647	19.2	13.9	112.4773
1163556	1	2017	Natural Stand	L 	13	3648	15.3	11.5	65.7402
1163556	1	2017	Natural Stand	L 	13	3649	15.6	11.4	68.2028
1163556	1	2017	Natural Stand	L 	13	3650	14.7	10.6	58.9349
1163556	1	2017	Natural Stand	L 	13	3651	11	9.2	30.9793
1163556	1	2017	Natural Stand	L 	13	3652	10.2	8.5	25.9174
1163556	1	2017	Natural Stand	L 	13	3653	3	2.8	1.9079
1163661	1	2005	Natural Stand	L 	13	3726	15.7	14.82	78.0986
1163661	1	2005	Natural Stand	L 	13	3727	16.1	14.42	80.7636
1163661	1	2005	Natural Stand	L 	13	3728	17.7	14.12	96.2852
1163661	1	2005	Natural Stand	L 	13	3729	12.7	13.81	49.7272
1163661	1	2005	Natural Stand	L 	13	3730	9.8	9.47	24.7010
1163661	1	2005	Natural Stand	L 	13	3731	5	5.15	5.3008
1163661	1	2009	Natural Stand	L 	13	3938	18.1	15.1	104.1688
1163661	1	2009	Natural Stand	L 	13	3939	16	14.7	80.6480
1163661	1	2009	Natural Stand	L 	13	3940	13.1	14.2	53.6832
1163661	1	2009	Natural Stand	L 	13	3941	16.4	13.9	82.1340
1163661	1	2009	Natural Stand	L 	13	3942	16.5	9.7	73.9432
1163661	1	2009	Natural Stand	L 	13	3943	11.2	9.7	32.6962
1163661	1	2009	Natural Stand	L 	13	3944	10.4	9.4	27.7964
1163661	1	2009	Natural Stand	L 	13	3945	5.3	5.5	6.0324
1163661	1	2009	Natural Stand	L 	13	3946	3.3	4.31	2.1532
1163661	1	2009	Natural Stand	L 	13	3947	3.4	3.86	2.3077
1163661	1	2009	Natural Stand	L 	13	3948	3.8	3.8	2.9670
1163661	1	2009	Natural Stand	L 	13	3949	3.3	3.61	2.1819
1163661	1	2009	Natural Stand	L 	13	3950	2.6	3.41	1.2952
1163661	1	2009	Natural Stand	L 	13	3951	2.6	3.33	1.2998
1163661	1	2009	Natural Stand	L 	13	3952	2.9	2.58	1.8364
1163661	1	2019	Natural Stand	L 	13	4193	18.7	15.9	114.2477
1163661	1	2019	Natural Stand	L 	13	4194	14	15.2	63.6176
1163661	1	2019	Natural Stand	L 	13	4195	17	15.1	92.1453
1163661	1	2019	Natural Stand	L 	13	4196	15.5	13.9	73.4971
1163661	1	2019	Natural Stand	L 	13	4197	16.8	11.6	79.9327
1163661	1	2019	Natural Stand	L 	13	4198	12	11.2	39.8082
1163661	1	2019	Natural Stand	L 	13	4199	12.2	10	39.3665
1163661	1	2019	Natural Stand	L 	13	4200	11.6	8.5	34.0003
1163661	1	2019	Natural Stand	L 	13	4201	8.1	6.9	15.3129
1163661	1	2019	Natural Stand	L 	13	4202	5.8	6.7	7.5551
1163661	1	2019	Natural Stand	L 	13	4203	4.9	6.3	5.2532
1163661	1	2019	Natural Stand	L 	13	4204	5.7	5.5	7.0549
1163661	1	2019	Natural Stand	L 	13	4205	5	5.44	5.3212
1163661	1	2019	Natural Stand	L 	13	4206	5.6	5.4	6.7850
1163661	1	2019	Natural Stand	L 	13	4207	7.2	5.2	11.8892
1163661	1	2019	Natural Stand	L 	13	4208	6.4	5.1	9.1364
1163661	1	2019	Natural Stand	L 	13	4209	5.4	4.9	6.2797
1163661	1	2019	Natural Stand	L 	13	4210	5.6	4.9	6.8081
1163661	1	2019	Natural Stand	L 	13	4211	3.3	4.51	2.1602
1163661	1	2019	Natural Stand	L 	13	4212	5.2	4.5	5.8326
1163661	1	2019	Natural Stand	L 	13	4213	4.4	4.3	4.0376
1163661	1	2019	Natural Stand	L 	13	4214	3.1	4.24	1.8823
1163661	1	2019	Natural Stand	L 	13	4215	3	4.23	1.7550
1163661	1	2019	Natural Stand	L 	13	4216	4.1	4.15	3.4657
1163661	1	2019	Natural Stand	L 	13	4217	3.5	4.02	2.4500
1163661	1	2019	Natural Stand	L 	13	4218	3.9	4.01	3.1150
1163661	1	2019	Natural Stand	L 	13	4219	2.6	3.84	1.2872
1163661	1	2019	Natural Stand	L 	13	4220	3.3	3.68	2.1744
1163661	1	2019	Natural Stand	L 	13	4221	2.5	3.19	1.2003
1163676	1	2016	Natural Stand	L 	13	4399	7.3	9	13.4164
1163676	1	2016	Natural Stand	L 	13	4400	7.7	5.8	13.6438
1163676	1	2016	Natural Stand	L 	13	4401	8	5.6	14.9236
1163676	1	2016	Natural Stand	L 	13	4402	7.2	5.4	11.8215
1163676	1	2016	Natural Stand	L 	13	4403	7.2	5	11.9848
1163676	1	2016	Natural Stand	L 	13	4404	4.9	4.3	5.1421
1163676	1	2016	Natural Stand	L 	13	4405	2.6	2.7	1.3854
1163701	1	2004	Natural Stand	L 	13	4481	16.4	11.76	76.4061
1163701	1	2004	Natural Stand	L 	13	4482	14.9	10.91	61.1475
1163701	1	2004	Natural Stand	L 	13	4483	13.3	9.29	46.2308
1163701	1	2004	Natural Stand	L 	13	4484	13.8	8	49.4133
1163701	1	2004	Natural Stand	L 	13	4485	10.5	7.79	27.1206
1163701	1	2004	Natural Stand	L 	13	4486	5	4.25	5.3967
1163701	1	2008	Natural Stand	L 	13	4590	16.5	12.8	79.9630
1163701	1	2008	Natural Stand	L 	13	4591	15	11.2	62.5377
1163701	1	2008	Natural Stand	L 	13	4592	13.6	10	49.2993
1163701	1	2008	Natural Stand	L 	13	4593	16.7	8.8	75.5582
1163701	1	2008	Natural Stand	L 	13	4594	12.5	8.5	39.9068
1163701	1	2008	Natural Stand	L 	13	4595	14	8.3	51.0223
1163701	1	2008	Natural Stand	L 	13	4596	10.8	8	28.9118
1163701	1	2008	Natural Stand	L 	13	4597	7.8	6.8	14.1000
1163701	1	2008	Natural Stand	L 	13	4598	7.2	6	11.7536
1163701	1	2008	Natural Stand	L 	13	4599	8	5.6	14.9236
1163701	1	2008	Natural Stand	L 	13	4600	5.5	4.8	6.5545
1163701	1	2008	Natural Stand	L 	13	4601	8.4	4.5	17.9009
1163701	1	2008	Natural Stand	L 	13	4602	4.1	3.2	3.7567
1163701	1	2008	Natural Stand	L 	13	4603	2.7	2.7	1.5138
1163701	1	2008	Natural Stand	L 	13	4604	3.6	1.16	6.9745
1163701	1	2018	Natural Stand	L 	13	4703	16.7	14.3	86.3837
1163701	1	2018	Natural Stand	L 	13	4704	15.4	11.8	67.2638
1163701	1	2018	Natural Stand	L 	13	4705	14.3	10.8	55.9899
1163701	1	2018	Natural Stand	L 	13	4706	8.8	9.9	20.3037
1163701	1	2018	Natural Stand	L 	13	4707	8.1	9.8	17.1597
1163701	1	2018	Natural Stand	L 	13	4708	18.3	9.3	92.6750
1163701	1	2018	Natural Stand	L 	13	4709	14.5	8.8	55.2742
1163701	1	2018	Natural Stand	L 	13	4710	11.6	8.4	33.9346
1163701	1	2018	Natural Stand	L 	13	4711	9.1	6.8	19.6732
1163701	1	2018	Natural Stand	L 	13	4712	6.7	6	10.0514
1163701	1	2018	Natural Stand	L 	13	4713	4.8	5.1	4.8519
1170451	1	2005	Natural Stand	L 	13	4841	17.8	16.13	104.6850
1170451	1	2005	Natural Stand	L 	13	4842	15.2	14.16	71.4589
1170451	1	2005	Natural Stand	L 	13	4843	12	9.76	37.7527
1170451	1	2005	Natural Stand	L 	13	4844	10.3	8.86	26.7426
1170451	1	2005	Natural Stand	L 	13	4845	11.7	8.62	34.7131
1170451	1	2005	Natural Stand	L 	13	4846	7.3	6.89	12.2762
1170451	1	2005	Natural Stand	L 	13	4847	7.5	6.35	12.8741
1170451	1	2005	Natural Stand	L 	13	4848	6.9	5.95	10.7096
1170451	1	2013	Natural Stand	L 	13	4871	18.6	15.8	112.6563
1170451	1	2013	Natural Stand	L 	13	4872	16.1	12.9	76.3782
1170451	1	2013	Natural Stand	L 	13	4873	13.8	10.4	51.3994
1170451	1	2013	Natural Stand	L 	13	4874	11.9	9.3	36.5900
1170451	1	2013	Natural Stand	L 	13	4875	13.5	8.6	47.2055
1170451	1	2013	Natural Stand	L 	13	4876	8.5	7.5	17.1935
1170451	1	2013	Natural Stand	L 	13	4877	9.3	6.9	20.6419
1170451	1	2013	Natural Stand	L 	13	4878	8.3	6.3	16.0591
1170451	1	2013	Natural Stand	L 	13	4879	8.3	6.2	16.0640
1170451	1	2013	Natural Stand	L 	13	4880	9	5.1	20.0626
1170451	1	2013	Natural Stand	L 	13	4881	7.7	4.72	14.2532
1170451	1	2013	Natural Stand	L 	13	4882	4.5	2.9	4.9809
1170561	1	2005	Natural Stand	L 	13	4924	9.9	10.03	25.8121
1170561	1	2005	Natural Stand	L 	13	4925	10.9	8.71	29.9571
1170561	1	2005	Natural Stand	L 	13	4926	9	8.55	20.0335
1170561	1	2005	Natural Stand	L 	13	4927	10.8	7.76	28.8071
1170561	1	2016	Natural Stand	L 	13	4928	17	13.8	87.8758
1170561	1	2016	Natural Stand	L 	13	4929	12.5	12.3	45.1737
1170561	1	2016	Natural Stand	L 	13	4930	12.3	12	43.2124
1170561	1	2016	Natural Stand	L 	13	4931	15.7	10.6	67.6223
1170561	1	2016	Natural Stand	L 	13	4932	7	8.43	11.9884
1177421	1	2005	Natural Stand	L 	13	4933	12.4	8.51	39.2280
1177421	1	2005	Natural Stand	L 	13	4934	10.9	8.26	29.6336
1177421	1	2005	Natural Stand	L 	13	4935	11.9	7.97	35.6413
1177421	1	2005	Natural Stand	L 	13	4936	9.7	7.21	22.6808
1177421	1	2005	Natural Stand	L 	13	4937	7.5	6.09	12.8539
1177421	1	2005	Natural Stand	L 	13	4938	6.6	5.97	9.7271
1177421	1	2005	Natural Stand	L 	13	4939	6.5	5.84	9.4001
1177421	1	2005	Natural Stand	L 	13	4940	5	4.23	5.4025
1177421	1	2009	Natural Stand	L 	13	4947	13.2	9.1	45.3185
1177421	1	2009	Natural Stand	L 	13	4948	13.7	9.1	49.0701
1177421	1	2009	Natural Stand	L 	13	4949	12.1	8.9	37.5091
1177421	1	2009	Natural Stand	L 	13	4950	12	8.3	36.4370
1177421	1	2009	Natural Stand	L 	13	4951	7.5	7	13.0339
1177421	1	2009	Natural Stand	L 	13	4952	8.5	6.7	16.9440
1177421	1	2009	Natural Stand	L 	13	4953	8.5	6.6	16.9317
1177421	1	2009	Natural Stand	L 	13	4954	6	5.2	7.8970
1177421	1	2009	Natural Stand	L 	13	4955	4	2	5.0134
1177421	1	2019	Natural Stand	L 	13	4962	14.6	11.8	60.3660
1177421	1	2019	Natural Stand	L 	13	4963	17.5	11.4	86.5689
1177421	1	2019	Natural Stand	L 	13	4964	12.2	10.8	40.5080
1177421	1	2019	Natural Stand	L 	13	4965	16.1	10.8	71.6362
1177421	1	2019	Natural Stand	L 	13	4966	14.8	10.7	59.9381
1177421	1	2019	Natural Stand	L 	13	4967	10.4	10.1	28.5743
1177421	1	2019	Natural Stand	L 	13	4968	10.6	9.7	29.2238
1177421	1	2019	Natural Stand	L 	13	4969	8.8	8.8	19.3239
1177421	1	2019	Natural Stand	L 	13	4970	6.2	6.8	8.7038
1177451	1	2005	Natural Stand	L 	13	4979	19.9	15.23	126.1523
1177451	1	2005	Natural Stand	L 	13	4980	13.2	12.25	50.1924
1177451	1	2005	Natural Stand	L 	13	4981	12.4	12.1	44.0924
1177451	1	2005	Natural Stand	L 	13	4982	6.2	6.6	8.6419
1177451	1	2010	Natural Stand	L 	13	4983	7.7	6.9	13.7462
1177451	1	2021	Natural Stand	L 	13	4984	9.9	7.6	23.8267
1177451	1	2021	Natural Stand	L 	13	4985	4.3	3.7	3.9634
1184081	1	2015	Natural Stand	L 	13	4989	17.4	12.8	89.0249
1184081	1	2015	Natural Stand	L 	13	4990	16.1	12.4	75.0845
1184081	1	2015	Natural Stand	L 	13	4991	14	11.6	55.0706
1184081	1	2015	Natural Stand	L 	13	4992	12	11.2	39.8082
1184081	1	2015	Natural Stand	L 	13	4993	12.3	9.9	39.9040
1184081	1	2015	Natural Stand	L 	13	4994	8.8	9.4	19.8336
1184081	1	2015	Natural Stand	L 	13	4995	5.3	6.5	6.2248
1184081	1	2015	Natural Stand	L 	13	4996	6.6	6.3	9.7776
1184081	1	2015	Natural Stand	L 	13	4997	5.4	6.1	6.3704
1184081	1	2015	Natural Stand	L 	13	4998	5	5.3	5.3089
1184081	1	2015	Natural Stand	L 	13	4999	3	2.8	1.9079
1184106	1	2007	Natural Stand	L 	13	5152	16.3	14.86	84.1327
1184106	1	2007	Natural Stand	L 	13	5153	14.7	14.26	67.2241
1184106	1	2007	Natural Stand	L 	13	5154	15.1	13.17	67.8880
1184106	1	2007	Natural Stand	L 	13	5155	15.1	12.61	66.4883
1184106	1	2007	Natural Stand	L 	13	5156	7.9	7.75	14.8750
1184106	1	2007	Natural Stand	L 	13	5157	5.1	5.79	5.5968
1184106	1	2018	Natural Stand	L 	13	5271	18	17	110.4657
1184106	1	2018	Natural Stand	L 	13	5272	15.3	14.5	73.3536
1184106	1	2018	Natural Stand	L 	13	5273	16.6	13.9	84.1255
1184106	1	2018	Natural Stand	L 	13	5274	16.4	13.6	81.2413
1184106	1	2018	Natural Stand	L 	13	5275	12.5	9.2	40.4611
1184106	1	2018	Natural Stand	L 	13	5276	9	8.6	20.0712
1184106	1	2018	Natural Stand	L 	13	5277	6	6.4	8.0174
1184106	1	2018	Natural Stand	L 	13	5278	4.1	4.5	3.4433
1184106	1	2018	Natural Stand	L 	13	5279	4.6	4.5	4.4343
1184106	1	2018	Natural Stand	L 	13	5280	4.4	4.3	4.0376
1184106	1	2018	Natural Stand	L 	13	5281	3.3	3.4	2.2128
1184141	1	2014	Natural Stand	L 	13	5388	7.8	6.2	14.0097
1184141	1	2014	Natural Stand	L 	13	5389	6.8	5.5	10.3851
1184141	1	2014	Natural Stand	L 	13	5390	8.5	5.5	17.1921
1184141	1	2014	Natural Stand	L 	13	5391	8.7	5.2	18.4059
1184141	1	2014	Natural Stand	L 	13	5392	6.2	4.9	8.5553
1184141	1	2014	Natural Stand	L 	13	5393	5.8	4.6	7.4401
1184141	1	2014	Natural Stand	L 	13	5394	5.2	3.8	6.1202
1184141	1	2014	Natural Stand	L 	13	5395	3.7	2.9	3.0906
1184141	1	2014	Natural Stand	L 	13	5396	2.7	2.5	1.5749
1184141	1	2014	Natural Stand	L 	13	5397	2.6	2.5	1.4390
1184196	1	2010	Natural Stand	L 	13	5439	18.3	17.36	115.5450
1184196	1	2010	Natural Stand	L 	13	5440	16.6	16.84	94.0525
1184196	1	2010	Natural Stand	L 	13	5441	16.1	16.08	86.1295
1184196	1	2010	Natural Stand	L 	13	5442	19.1	15.23	116.3234
1184196	1	2010	Natural Stand	L 	13	5443	11.9	14.96	46.2433
1184196	1	2010	Natural Stand	L 	13	5444	12.7	14.81	51.9598
1184196	1	2010	Natural Stand	L 	13	5445	16.2	14.78	82.8767
1184196	1	2010	Natural Stand	L 	13	5446	14.1	14.4	62.3731
1184196	1	2010	Natural Stand	L 	13	5447	12.3	14.17	47.5191
1184196	1	2010	Natural Stand	L 	13	5448	11.8	14.14	43.8453
1184196	1	2010	Natural Stand	L 	13	5449	15.3	13.31	70.0480
1184196	1	2010	Natural Stand	L 	13	5450	15.3	13.29	69.9952
1184196	1	2010	Natural Stand	L 	13	5451	5.9	5.03	7.6278
1184196	1	2021	Natural Stand	L 	13	5486	17.3	18.9	109.9920
1184196	1	2021	Natural Stand	L 	13	5487	19.1	17.8	127.4270
1184196	1	2021	Natural Stand	L 	13	5488	17.3	17.3	103.5586
1184196	1	2021	Natural Stand	L 	13	5489	21	15.8	142.9904
1184196	1	2021	Natural Stand	L 	13	5490	16.1	15.1	82.9012
1184196	1	2021	Natural Stand	L 	13	5491	12.5	15	50.8425
1184196	1	2021	Natural Stand	L 	13	5492	13.5	14.8	58.3514
1184196	1	2021	Natural Stand	L 	13	5493	12.6	14.6	50.7126
1184196	1	2021	Natural Stand	L 	13	5494	12.5	13.9	48.4248
1184196	1	2021	Natural Stand	L 	13	5495	10.2	7.8	25.4895
1184196	1	2021	Natural Stand	L 	13	5496	6.5	5.6	9.3942
1184291	1	2005	Natural Stand	L 	13	5522	20.6	15.19	134.9453
1184291	1	2005	Natural Stand	L 	13	5523	17.4	13.04	89.7141
1184291	1	2005	Natural Stand	L 	13	5524	16	12.32	73.9466
1184291	1	2005	Natural Stand	L 	13	5525	16.2	11.47	73.8717
1184291	1	2005	Natural Stand	L 	13	5526	11.7	8.27	34.4876
1184291	1	2005	Natural Stand	L 	13	5527	5	4.53	5.3351
1184291	1	2014	Natural Stand	V 	13	5577	21.1	15.9	144.8109
1184291	1	2014	Natural Stand	L 	13	5578	18	14.2	99.8315
1184291	1	2014	Natural Stand	L 	13	5579	16.8	12.9	83.1980
1184291	1	2014	Natural Stand	L 	13	5580	17.6	12.7	90.8321
1184291	1	2014	Natural Stand	L 	13	5581	13.5	10.6	49.4264
1184291	1	2014	Natural Stand	L 	13	5582	5.5	4.89	6.5418
1184291	1	2014	Natural Stand	L 	13	5583	2.6	2.45	1.4552
1184291	1	2014	Natural Stand	L 	13	5584	2.9	2.1	2.1130
1184361	1	2005	Natural Stand	L 	13	5638	8.4	6.72	16.5176
1184361	1	2005	Natural Stand	L 	13	5639	5.7	5.2	7.0525
1184361	1	2015	Natural Stand	L 	13	5658	13	10.7	45.9068
1184361	1	2015	Natural Stand	L 	13	5659	9.2	10.6	22.9244
1184361	1	2015	Natural Stand	L 	13	5660	11.8	9.6	36.2794
1184361	1	2015	Natural Stand	L 	13	5661	13.1	9.1	44.5897
1184361	1	2015	Natural Stand	L 	13	5662	12	9	36.9440
1184361	1	2015	Natural Stand	L 	13	5663	6.6	4.7	9.9568
1184361	1	2015	Natural Stand	L 	13	5664	5.3	3.6	6.5582
1184381	1	2015	Natural Stand	L 	13	5705	3.2	3.8	2.0219
1190971	1	2009	Natural Stand	L 	13	5706	5.3	4.19	6.1899
1190971	1	2009	Natural Stand	L 	13	5707	3.2	3.77	2.0237
1190971	1	2009	Natural Stand	L 	13	5708	2.8	3.35	1.5318
1190971	1	2019	Natural Stand	L 	13	5709	10.1	7.9	25.0073
1190971	1	2019	Natural Stand	L 	13	5710	8.4	7.1	16.6126
1190971	1	2019	Natural Stand	L 	13	5711	4.8	6	4.9697
1191041	1	2008	Natural Stand	L 	13	5712	25.1	18.97	224.4284
1191041	1	2008	Natural Stand	L 	13	5713	23.8	17.81	195.1023
1191041	1	2008	Natural Stand	L 	13	5714	15	16.72	77.2207
1191041	1	2008	Natural Stand	L 	13	5715	23.3	15	171.8905
1191041	1	2008	Natural Stand	L 	13	5716	14.9	14.93	70.8983
1191041	1	2008	Natural Stand	L 	13	5717	23.2	14.87	169.7822
1191041	1	2008	Natural Stand	L 	13	5718	14.9	14.35	69.2608
1191041	1	2008	Natural Stand	L 	13	5719	18.4	14.23	104.4026
1191041	1	2008	Natural Stand	L 	13	5720	15.3	13.5	70.5549
1191041	1	2008	Natural Stand	L 	13	5721	15.5	13.46	72.2769
1191041	1	2008	Natural Stand	L 	13	5722	13.1	12.33	49.6042
1191041	1	2008	Natural Stand	L 	13	5723	14.7	12.19	62.0551
1191041	1	2008	Natural Stand	L 	13	5724	8.1	9.56	16.9524
1191041	1	2008	Natural Stand	L 	13	5725	9.1	8.93	20.7954
1191041	1	2008	Natural Stand	L 	13	5726	7	6.35	11.0970
1191041	1	2008	Natural Stand	L 	13	5727	5.1	6.29	5.6999
1191041	1	2008	Natural Stand	L 	13	5728	5	4.57	5.3290
1191041	1	2019	Natural Stand	L 	13	5879	26.4	20.6	260.2006
1191041	1	2019	Natural Stand	L 	13	5880	24.8	18.8	218.0838
1191041	1	2019	Natural Stand	L 	13	5881	16	17.6	90.3420
1191041	1	2019	Natural Stand	L 	13	5882	24.6	16.5	200.1525
1191041	1	2019	Natural Stand	L 	13	5883	23.3	16.3	178.5372
1191041	1	2019	Natural Stand	L 	13	5884	15.9	16.1	84.1590
1191041	1	2019	Natural Stand	L 	13	5885	18.9	15.8	116.2317
1191041	1	2019	Natural Stand	L 	13	5886	15.8	15.5	81.2029
1191041	1	2019	Natural Stand	L 	13	5887	16.1	15.1	82.9012
1191041	1	2019	Natural Stand	L 	13	5888	15.8	14.1	76.8997
1191041	1	2019	Natural Stand	L 	13	5889	15.2	13.8	70.4603
1191041	1	2019	Natural Stand	L 	13	5890	13.6	13.4	55.7902
1191041	1	2019	Natural Stand	L 	13	5891	8.2	9.8	17.5783
1191041	1	2019	Natural Stand	L 	13	5892	9.3	9.7	22.4516
1191041	1	2019	Natural Stand	L 	13	5893	5.2	5.8	5.8317
1191041	1	2019	Natural Stand	L 	13	5894	5.6	5.1	6.7882
1191041	1	2019	Natural Stand	L 	13	5895	6.8	1.4	31.7351
1191151	1	2005	Natural Stand	L 	13	6037	17.2	11.73	84.2240
1191151	1	2005	Natural Stand	L 	13	6038	15.5	10.33	65.4059
1191151	1	2005	Natural Stand	L 	13	6039	14.4	9.89	55.4331
1191151	1	2005	Natural Stand	L 	13	6040	12.7	8.52	41.3094
1191151	1	2005	Natural Stand	L 	13	6041	10.3	6.7	25.8821
1191151	1	2005	Natural Stand	L 	13	6042	6.4	5.24	9.1091
1191151	1	2010	Natural Stand	L 	13	6049	18.2	14.1	101.7048
1191151	1	2010	Natural Stand	L 	13	6050	15.6	11.6	68.6207
1191151	1	2010	Natural Stand	L 	13	6051	13.7	11.32	52.1884
1191151	1	2010	Natural Stand	L 	13	6052	14.5	10.3	56.8139
1191151	1	2010	Natural Stand	L 	13	6053	13.4	8.8	46.5674
1191151	1	2010	Natural Stand	L 	13	6054	11.1	6.9	30.5499
1191151	1	2010	Natural Stand	L 	13	6055	7.2	5.7	11.7646
1191151	1	2021	Natural Stand	L 	13	6062	12.5	12.3	45.1737
1191151	1	2021	Natural Stand	L 	13	6063	15.7	12	70.4143
1191151	1	2021	Natural Stand	L 	13	6064	15.8	11.92	71.1455
1191151	1	2021	Natural Stand	L 	13	6065	14.4	9.5	54.9854
1191151	1	2021	Natural Stand	L 	13	6066	12	9.1	37.0366
1191151	1	2021	Natural Stand	L 	13	6067	9.8	8.3	23.7002
1191166	1	2005	Natural Stand	L 	13	6072	10.3	9.73	27.6038
1191166	1	2005	Natural Stand	L 	13	6073	8.4	9.13	17.8492
1191166	1	2005	Natural Stand	L 	13	6074	8.5	8.86	18.0592
1191166	1	2005	Natural Stand	L 	13	6075	9.1	8.06	20.1570
1191166	1	2005	Natural Stand	L 	13	6076	5.3	7.26	6.4672
1191166	1	2005	Natural Stand	L 	13	6077	4.3	5.78	3.9247
1191166	1	2014	Natural Stand	L 	13	6080	13.1	11.8	48.5636
1191166	1	2014	Natural Stand	L 	13	6081	10.1	10.9	27.9280
1191166	1	2014	Natural Stand	L 	13	6082	6.6	9.4	11.2605
1191166	1	2014	Natural Stand	L 	13	6083	10.1	8.7	25.5457
1191166	1	2014	Natural Stand	L 	13	6084	4.9	6.1	5.2072
1191171	1	2009	Natural Stand	L 	13	6085	17.5	15.5	98.9564
1191171	1	2009	Natural Stand	L 	13	6086	18.1	14.1	100.5938
1191171	1	2009	Natural Stand	L 	13	6087	18	14	99.1513
1191171	1	2009	Natural Stand	L 	13	6088	17.6	12.8	91.1147
1191171	1	2009	Natural Stand	L 	13	6089	12.3	11.4	42.1566
1191171	1	2009	Natural Stand	L 	13	6090	4	4.39	3.2653
1191171	1	2009	Natural Stand	L 	13	6091	5	3.6	5.7059
1191171	1	2009	Natural Stand	L 	13	6092	3.3	3.24	2.2458
1191171	1	2019	Natural Stand	L 	13	6114	20.6	19.3	155.1974
1191171	1	2019	Natural Stand	L 	13	6115	17.6	18.9	113.6056
1191171	1	2019	Natural Stand	L 	13	6116	18.7	18.4	125.0765
1191171	1	2019	Natural Stand	L 	13	6117	19.9	17.4	135.9278
1191171	1	2019	Natural Stand	L 	13	6118	21.3	17.1	153.4918
1191171	1	2019	Natural Stand	L 	13	6119	20.2	15.8	132.4357
1191171	1	2019	Natural Stand	L 	13	6120	13.4	13.2	53.7527
1191171	1	2019	Natural Stand	L 	13	6121	10.7	11.8	32.5986
1191171	1	2019	Natural Stand	L 	13	6122	5.8	4.2	7.6250
1191171	1	2019	Natural Stand	L 	13	6123	4.1	4	3.4861
1191171	1	2019	Natural Stand	L 	13	6124	3.6	3.5	2.6777
1191171	1	2019	Natural Stand	L 	13	6125	3.7	3	3.0358
1191211	1	2006	Natural Stand	L 	13	6135	16.6	15.88	90.6343
1191211	1	2006	Natural Stand	L 	13	6136	17.6	15.68	100.7267
1191211	1	2006	Natural Stand	L 	13	6137	17	14.41	89.8254
1191211	1	2006	Natural Stand	L 	13	6138	15.7	12.61	71.8859
1191211	1	2006	Natural Stand	L 	13	6139	10.7	9.11	29.1723
