BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-23 08:17:11
Total records: 2522

plot	subplot	year	origin	tree status	speccode	tree number	dbh	height	Total (KG)
1191211	1	2006	Natural Stand	L 	13	6140	5	5.26	5.3062
1191211	1	2008	Natural Stand	L 	13	6256	17	16.4	96.7867
1191211	1	2008	Natural Stand	L 	13	6257	18.1	16.4	109.2034
1191211	1	2008	Natural Stand	L 	13	6258	17.2	15.3	94.9745
1191211	1	2008	Natural Stand	L 	13	6259	14.3	14.7	64.8901
1191211	1	2008	Natural Stand	L 	13	6260	12.4	11.4	42.8428
1191211	1	2008	Natural Stand	L 	13	6261	8.6	9.6	19.1232
1191211	1	2008	Natural Stand	L 	13	6262	11	9.5	31.2909
1191211	1	2008	Natural Stand	L 	13	6263	8	8.6	15.7978
1191211	1	2008	Natural Stand	L 	13	6264	5.7	8.4	7.9798
1191211	1	2008	Natural Stand	L 	13	6265	5.1	5.5	5.5568
1191211	1	2008	Natural Stand	L 	13	6266	2.6	2.9	1.3467
1191211	1	2008	Natural Stand	L 	13	6267	2.9	2.8	1.7613
1191211	1	2008	Natural Stand	L 	13	6268	2.7	1.69	2.1350
1191211	1	2008	Natural Stand	L 	13	6269	3.8	1.42	6.3285
1191211	1	2018	Natural Stand	L 	13	6374	20.1	18	141.5183
1191211	1	2018	Natural Stand	L 	13	6375	18.1	17.3	112.8910
1191211	1	2018	Natural Stand	L 	13	6376	18.1	17.2	112.4743
1191211	1	2018	Natural Stand	L 	13	6377	14.8	15.4	71.3373
1191211	1	2018	Natural Stand	L 	13	6378	15.9	15.3	81.5534
1191211	1	2018	Natural Stand	L 	13	6379	16.4	14.8	84.9466
1191211	1	2018	Natural Stand	L 	13	6380	12.9	11.5	46.5468
1191211	1	2018	Natural Stand	L 	13	6381	11.9	10.5	38.0867
1191211	1	2018	Natural Stand	L 	13	6382	8.3	9.5	17.7373
1191211	1	2018	Natural Stand	L 	13	6383	5.4	5.6	6.2888
1191211	1	2018	Natural Stand	L 	13	6384	2.8	3.17	1.5518
1191211	1	2018	Natural Stand	L 	13	6385	3.2	2.9	2.1858
1191211	1	2018	Natural Stand	L 	13	6386	2.7	2.6	1.5420
1191226	1	2003	Natural Stand	L 	13	6487	22.1	20.49	184.6595
1191226	1	2003	Natural Stand	L 	13	6488	14.5	11.63	59.1825
1191226	1	2015	Natural Stand	L 	13	6490	23.1	23.6	222.0374
1191226	1	2015	Natural Stand	L 	13	6491	14.5	13	62.2517
1197901	1	2006	Natural Stand	L 	13	6492	19.2	15.47	118.5019
1197901	1	2006	Natural Stand	L 	13	6493	10.9	11.06	32.6938
1197901	1	2006	Natural Stand	L 	13	6494	11.2	10.6	33.8430
1197901	1	2006	Natural Stand	L 	13	6495	10.1	7.6	24.8734
1197901	1	2006	Natural Stand	L 	13	6496	10.2	7.12	25.2974
1197901	1	2006	Natural Stand	L 	13	6497	6.5	6.67	9.5598
1197901	1	2006	Natural Stand	L 	13	6498	9.7	6.38	22.7059
1197901	1	2006	Natural Stand	L 	13	6499	5	5.33	5.3112
1197901	1	2006	Natural Stand	L 	13	6500	5.7	4.77	7.1068
1197901	1	2006	Natural Stand	L 	13	6501	6.7	4.12	10.8079
1197901	1	2007	Natural Stand	L 	13	6577	19.2	15.67	119.3263
1197901	1	2007	Natural Stand	L 	13	6578	10.9	11.12	32.7800
1197901	1	2007	Natural Stand	L 	13	6579	11.2	10.65	33.9124
1197901	1	2007	Natural Stand	L 	13	6580	10.1	7.58	24.8660
1197901	1	2007	Natural Stand	L 	13	6581	10.3	7.2	25.8531
1197901	1	2007	Natural Stand	L 	13	6582	6.5	6.73	9.5781
1197901	1	2007	Natural Stand	L 	13	6583	9.7	6.45	22.6852
1197901	1	2007	Natural Stand	L 	13	6584	5	5.37	5.3145
1197901	1	2007	Natural Stand	L 	13	6585	5.8	4.72	7.4037
1197901	1	2007	Natural Stand	L 	13	6586	6.6	4.21	10.3307
1197901	1	2014	Natural Stand	L 	13	6662	19.7	17.1	131.9028
1197901	1	2014	Natural Stand	L 	13	6663	15.7	10.4	67.3065
1197901	1	2014	Natural Stand	L 	13	6664	11.7	9.4	35.4252
1197901	1	2014	Natural Stand	L 	13	6665	12.4	8.6	39.2851
1197901	1	2014	Natural Stand	L 	13	6666	11.2	8.4	31.4880
1197901	1	2014	Natural Stand	L 	13	6667	10.3	7.1	25.8448
1197901	1	2014	Natural Stand	L 	13	6668	8.4	6.8	16.5326
1197901	1	2014	Natural Stand	L 	13	6669	7.8	6.3	14.0142
1197901	1	2014	Natural Stand	L 	13	6670	9	5.9	19.3483
1197901	1	2014	Natural Stand	L 	13	6671	5	3.6	5.7059
1197901	1	2014	Natural Stand	L 	13	6672	2.8	3.2	1.5479
1197951	1	2005	Natural Stand	L 	13	6733	16.4	10.74	74.3645
1197951	1	2005	Natural Stand	L 	13	6734	11.4	8.8	32.9952
1197951	1	2005	Natural Stand	L 	13	6735	11.7	8.73	34.7970
1197951	1	2005	Natural Stand	L 	13	6736	10.5	7.94	27.1900
1197951	1	2005	Natural Stand	L 	13	6737	8.1	6.29	15.2204
1197951	1	2005	Natural Stand	L 	13	6738	6.1	5.47	8.1756
1197951	1	2017	Natural Stand	L 	13	6880	17	11.8	82.3713
1197951	1	2017	Natural Stand	L 	13	6881	12.6	9.22	41.1667
1197951	1	2017	Natural Stand	L 	13	6882	12.3	9.2	39.1097
1197951	1	2017	Natural Stand	L 	13	6883	11.5	8.8	33.6079
1197951	1	2017	Natural Stand	L 	13	6884	9.5	7	21.6372
1197951	1	2017	Natural Stand	L 	13	6885	7.2	6.5	11.8174
1197951	1	2017	Natural Stand	L 	13	6886	6.7	6.3	10.0960
1197951	1	2017	Natural Stand	L 	13	6887	4	6.1	3.4442
1197951	1	2017	Natural Stand	L 	13	6888	5.7	5.9	7.0985
1197951	1	2017	Natural Stand	L 	13	6889	4.5	4.3	4.2454
1197951	1	2017	Natural Stand	L 	13	6890	4.3	4.25	3.8417
1197951	1	2017	Natural Stand	L 	13	6891	4.2	3.72	3.7477
1197951	1	2017	Natural Stand	L 	13	6892	3.5	3.5	2.5107
1197951	1	2017	Natural Stand	L 	13	6893	3.2	3.3	2.0802
1197951	1	2017	Natural Stand	L 	13	6894	3.4	3.1	2.4479
1198036	1	2005	Natural Stand	L 	13	7066	12.9	12.26	47.9833
1198036	1	2005	Natural Stand	L 	13	7067	12.1	12.04	41.9113
1198036	1	2005	Natural Stand	L 	13	7068	12.6	11.33	44.1129
1198036	1	2005	Natural Stand	L 	13	7069	12.7	11.23	44.6447
1198036	1	2005	Natural Stand	L 	13	7070	7	8.17	11.8355
1198036	1	2005	Natural Stand	L 	13	7071	6.5	8.15	10.1943
1198036	1	2009	Natural Stand	L 	13	7132	13.1	12.9	50.7868
1198036	1	2009	Natural Stand	L 	13	7133	12.4	12.3	44.4669
1198036	1	2009	Natural Stand	L 	13	7134	13.2	11.5	48.7413
1198036	1	2009	Natural Stand	L 	13	7135	13.1	11.4	47.8218
1198036	1	2009	Natural Stand	L 	13	7136	13.5	11.3	50.6227
1198036	1	2009	Natural Stand	L 	13	7137	9.7	10.3	25.0851
1198036	1	2009	Natural Stand	L 	13	7138	10.1	10.2	27.0633
1198036	1	2009	Natural Stand	L 	13	7139	6.6	8.1	10.4827
1198036	1	2009	Natural Stand	L 	13	7140	5.9	6.7	7.8260
1198036	1	2019	Natural Stand	L 	13	7198	14.2	14.8	64.2864
1198036	1	2019	Natural Stand	L 	13	7199	11.2	13	37.6521
1198036	1	2019	Natural Stand	L 	13	7200	12.4	13	45.8299
1198036	1	2019	Natural Stand	L 	13	7201	14.3	12.9	60.3319
1198036	1	2019	Natural Stand	L 	13	7202	13.3	12.7	51.8857
1198036	1	2019	Natural Stand	L 	13	7203	14.3	12.5	59.4073
1198036	1	2019	Natural Stand	L 	13	7204	13.2	12	49.6940
1198036	1	2019	Natural Stand	L 	13	7205	10.5	11.6	31.1309
1198036	1	2019	Natural Stand	L 	13	7206	7	8.8	12.2199
1198036	1	2019	Natural Stand	L 	13	7207	6.2	7.3	8.8887
1198036	1	2019	Natural Stand	L 	13	7208	7.2	6.44	11.8050
1198036	1	2019	Natural Stand	L 	13	7209	7.2	6.4	11.7974
1198036	1	2019	Natural Stand	L 	13	7210	6.9	6.3	10.7512
1198036	1	2019	Natural Stand	L 	13	7211	5.3	4.1	6.2295
1198046	1	2005	Natural Stand	L 	13	7268	16.2	12.78	77.0121
1198046	1	2005	Natural Stand	L 	13	7269	11.5	10.1	35.0096
1198046	1	2005	Natural Stand	L 	13	7270	12.1	9.89	38.5660
1198046	1	2005	Natural Stand	L 	13	7271	9	7.22	19.2972
1198046	1	2005	Natural Stand	L 	13	7272	9.1	7.15	19.7402
1198046	1	2005	Natural Stand	L 	13	7273	5	4.37	5.3661
1198046	1	2010	Natural Stand	L 	13	7311	18.1	14.7	102.7036
1198046	1	2010	Natural Stand	L 	13	7312	12.1	11.55	41.0553
1198046	1	2010	Natural Stand	L 	13	7313	14	11.5	54.8750
1198046	1	2010	Natural Stand	L 	13	7314	12.1	11	40.1526
1198046	1	2010	Natural Stand	L 	13	7315	9.7	8.3	23.1975
1198046	1	2010	Natural Stand	L 	13	7316	9.7	7.8	22.8990
1198046	1	2010	Natural Stand	L 	13	7317	5.2	4.3	5.8861
1198046	1	2010	Natural Stand	L 	13	7318	5.3	4.06	6.2488
1198046	1	2010	Natural Stand	L 	13	7319	4.2	3.9	3.7009
1198046	1	2021	Natural Stand	L 	13	7354	21.5	18.2	162.2000
1198046	1	2021	Natural Stand	L 	13	7355	13.3	14.45	55.8646
1198046	1	2021	Natural Stand	L 	13	7356	16.1	14.3	80.3964
1198046	1	2021	Natural Stand	L 	13	7357	12.4	13.2	46.2329
1198046	1	2021	Natural Stand	L 	13	7358	11.9	11.3	39.3103
1198046	1	2021	Natural Stand	L 	13	7359	11.4	9.9	34.1431
1198046	1	2021	Natural Stand	L 	13	7360	8.4	9.1	17.8246
1198046	1	2021	Natural Stand	L 	13	7361	6.7	7.6	10.5489
1198046	1	2021	Natural Stand	L 	13	7362	5.2	4.7	5.7972
1198051	1	2005	Natural Stand	L 	13	7378	24.7	18.79	216.3088
1198051	1	2005	Natural Stand	L 	13	7379	24.2	16.63	194.4539
1198051	1	2005	Natural Stand	L 	13	7380	26.9	16.43	239.1381
1198051	1	2005	Natural Stand	L 	13	7381	19.7	15.68	125.5497
1198051	1	2005	Natural Stand	L 	13	7382	15.7	13.42	74.0221
1198051	1	2005	Natural Stand	L 	13	7383	6.4	5.18	9.1196
1198051	1	2014	Natural Stand	L 	13	7413	26.6	19.5	255.3640
1198051	1	2014	Natural Stand	L 	13	7414	29.1	17.5	288.2980
1198051	1	2014	Natural Stand	L 	13	7415	25.6	17.3	221.8199
1198051	1	2014	Natural Stand	L 	13	7416	22	17	162.9639
1198051	1	2014	Natural Stand	L 	13	7417	17.3	13.4	89.7460
1198051	1	2014	Natural Stand	L 	13	7418	8.9	8.2	19.3345
1198051	1	2014	Natural Stand	L 	13	7419	6.1	5.5	8.1755
1198116	1	2003	Natural Stand	V 	13	7450	26.5	20	257.3624
1198116	1	2003	Natural Stand	L 	13	7451	18.4	16.76	114.2189
1198116	1	2003	Natural Stand	L 	13	7452	20.2	16.55	135.8553
1198116	1	2003	Natural Stand	L 	13	7453	20.4	16.03	136.0757
1198116	1	2003	Natural Stand	L 	13	7454	19.6	15.13	122.0043
1198116	1	2003	Natural Stand	L 	13	7455	13.3	9.84	46.8517
1198116	1	2003	Natural Stand	L 	13	7456	12.4	9.62	40.2343
1198116	1	2003	Natural Stand	L 	13	7457	5.1	5.12	5.5323
1198116	1	2008	Natural Stand	L 	13	7667	26.8	21.3	273.5938
1198116	1	2008	Natural Stand	L 	13	7668	20.6	17.2	144.3228
1198116	1	2008	Natural Stand	L 	13	7669	18.6	16.9	117.2192
1198116	1	2008	Natural Stand	L 	13	7670	20.5	15.5	134.9985
1198116	1	2008	Natural Stand	L 	13	7671	13	10.7	45.9068
1198116	1	2008	Natural Stand	V 	13	7672	13.8	10.3	51.2494
1198116	1	2008	Natural Stand	L 	13	7673	11.1	8.4	30.8934
1198116	1	2008	Natural Stand	L 	13	7674	6.1	7.7	8.7718
1198116	1	2008	Natural Stand	L 	13	7675	6	5.8	7.9055
1198116	1	2008	Natural Stand	L 	13	7676	2.9	3.4	1.6522
1198116	1	2018	Natural Stand	V 	13	7889	27.2	21.3	281.4784
1198116	1	2018	Natural Stand	V 	13	7890	18.8	17.8	123.6281
1198116	1	2018	Natural Stand	V 	13	7891	20.9	17.6	150.4699
1198116	1	2018	Natural Stand	V 	13	7892	22.1	17.3	166.0385
1198116	1	2018	Natural Stand	L 	13	7893	14.7	14.6	68.1556
1198116	1	2018	Natural Stand	L 	13	7894	14.9	13.9	68.0306
1198116	1	2018	Natural Stand	L 	13	7895	14.8	13.9	67.1419
1198116	1	2018	Natural Stand	L 	13	7896	15	12.7	65.8295
1198116	1	2018	Natural Stand	L 	13	7897	14	11.6	55.0706
1198116	1	2018	Natural Stand	L 	13	7898	14.4	11.4	57.9016
1198116	1	2018	Natural Stand	L 	13	7899	7.5	8	13.5030
1198116	1	2018	Natural Stand	L 	13	7900	6.7	7.8	10.6463
1198116	1	2018	Natural Stand	L 	13	7901	5.4	5.7	6.3009
1198116	1	2018	Natural Stand	L 	13	7902	2.8	4	1.5103
1198116	1	2018	Natural Stand	L 	13	7903	2.9	3.6	1.6371
1198116	1	2018	Natural Stand	L 	13	7904	2.9	2.9	1.7346
1198121	1	2003	Natural Stand	L 	13	8123	17.8	16.94	107.8837
1198121	1	2003	Natural Stand	L 	13	8124	18.1	16.65	110.2130
1198121	1	2003	Natural Stand	L 	13	8125	14.8	15.45	71.4830
1198121	1	2013	Natural Stand	L 	13	8135	21	18.8	158.2394
1198121	1	2013	Natural Stand	L 	13	8136	18.9	18.2	126.7096
1198121	1	2013	Natural Stand	L 	13	8137	12.1	16.8	51.7883
1198121	1	2013	Natural Stand	L 	13	8138	15.8	15.7	81.8458
1198121	1	2013	Natural Stand	L 	13	8139	7.8	6.7	14.0751
1198121	1	2013	Natural Stand	L 	13	8140	5.1	4.9	5.5356
1204741	1	2006	Natural Stand	L 	13	8149	21.4	18.8	164.0591
1204741	1	2006	Natural Stand	L 	13	8150	18.7	18.1	123.7190
1204741	1	2006	Natural Stand	L 	13	8151	23.5	17	185.5361
1204741	1	2006	Natural Stand	L 	13	8152	11.8	12.57	40.8393
1204741	1	2006	Natural Stand	L 	13	8153	5.2	4.92	5.7761
1204741	1	2009	Natural Stand	L 	13	8169	21.9	20.03	178.7296
1204741	1	2009	Natural Stand	L 	13	8170	21.8	17.62	163.3956
1204741	1	2009	Natural Stand	L 	13	8171	24.2	17.24	198.0687
1204741	1	2009	Natural Stand	L 	13	8172	23.6	16	181.5193
1204741	1	2009	Natural Stand	L 	13	8173	19.7	15.57	125.0804
1204741	1	2009	Natural Stand	L 	13	8174	16.1	15.1	82.9012
1204741	1	2009	Natural Stand	L 	13	8175	19.1	14.78	114.5555
1204741	1	2009	Natural Stand	L 	13	8176	19.3	13.79	113.2718
1204741	1	2009	Natural Stand	L 	13	8177	19	13.58	109.0276
1204741	1	2009	Natural Stand	L 	13	8178	18.5	12.42	99.7835
1204741	1	2009	Natural Stand	L 	13	8179	11.9	12.21	40.8626
1204741	1	2009	Natural Stand	L 	13	8180	3	3.06	1.8382
1204741	1	2019	Natural Stand	L 	13	8186	23.1	20.7	202.2236
1204741	1	2019	Natural Stand	L 	13	8187	20.8	19.4	158.6210
1204741	1	2019	Natural Stand	L 	13	8188	26.3	18.9	245.3104
1204741	1	2019	Natural Stand	L 	13	8189	23.3	17.8	187.1073
1204741	1	2019	Natural Stand	L 	13	8190	19.8	17.7	136.0459
1204741	1	2019	Natural Stand	L 	13	8191	20.8	17.2	147.0550
1204741	1	2019	Natural Stand	L 	13	8192	25.1	16.5	208.3811
1204741	1	2019	Natural Stand	L 	13	8193	17.3	16.2	99.3422
1204741	1	2019	Natural Stand	L 	13	8194	19.2	14.5	114.6772
1204741	1	2019	Natural Stand	L 	13	8195	20	14.2	123.2715
1204741	1	2019	Natural Stand	L 	13	8196	12.5	13.4	47.3703
1204936	1	2005	Natural Stand	L 	13	8201	10.1	9.36	26.1464
1204936	1	2005	Natural Stand	L 	13	8202	9.3	8.82	21.6441
1204936	1	2005	Natural Stand	L 	13	8203	9	8.32	19.8681
1204936	1	2005	Natural Stand	L 	13	8204	9.5	7.69	21.8550
1204936	1	2005	Natural Stand	L 	13	8205	6.4	6.36	9.1723
1204936	1	2005	Natural Stand	L 	13	8206	7	6.13	11.0644
1204936	1	2005	Natural Stand	L 	13	8207	5	4.9	5.3003
1204936	1	2014	Natural Stand	L 	13	8456	10.7	10.1	30.2559
1204936	1	2014	Natural Stand	L 	13	8457	9.3	9.1	21.8838
1204936	1	2014	Natural Stand	L 	13	8458	10.7	8.8	28.8924
1204936	1	2014	Natural Stand	L 	13	8459	9.2	8.7	21.0747
1204936	1	2014	Natural Stand	L 	13	8460	9.2	8.2	20.7113
1204936	1	2014	Natural Stand	L 	13	8461	7.3	6.6	12.1937
1204936	1	2014	Natural Stand	L 	13	8462	7	6.5	11.1283
1204936	1	2014	Natural Stand	L 	13	8463	5.3	5.3	6.0187
1204936	1	2014	Natural Stand	L 	13	8464	3.6	4.3	2.5973
1204936	1	2014	Natural Stand	L 	13	8465	3	3.8	1.7547
1204936	1	2014	Natural Stand	L 	13	8466	3.1	3.5	1.9078
1204936	1	2014	Natural Stand	L 	13	8467	2.7	3.3	1.4162
1204936	1	2014	Natural Stand	L 	13	8468	3.3	3.3	2.2324
1204936	1	2014	Natural Stand	L 	13	8469	3.5	3.3	2.5570
1204936	1	2014	Natural Stand	L 	13	8470	3	3.2	1.8112
1204936	1	2014	Natural Stand	L 	13	8471	2.7	3.2	1.4257
1204936	1	2014	Natural Stand	L 	13	8472	3	3.1	1.8298
1204936	1	2014	Natural Stand	L 	13	8473	3	3.1	1.8298
1204936	1	2014	Natural Stand	L 	13	8474	3	2.9	1.8778
1204936	1	2014	Natural Stand	L 	13	8475	3.2	2.9	2.1858
1204936	1	2014	Natural Stand	L 	13	8476	2.7	2.7	1.5138
1204936	1	2014	Natural Stand	L 	13	8477	2.8	2.6	1.6814
1204936	1	2014	Natural Stand	L 	13	8478	2.9	2.4	1.9185
1204941	1	2005	Natural Stand	L 	13	8713	5.7	5.67	7.0683
1204941	1	2005	Natural Stand	L 	13	8714	4.9	4.96	5.0704
1204941	1	2009	Natural Stand	L 	13	8715	6.8	6.3	10.4205
1204941	1	2009	Natural Stand	L 	13	8716	5.8	6.1	7.4010
1204941	1	2019	Natural Stand	L 	13	8717	9.8	8.8	24.0821
1204941	1	2019	Natural Stand	L 	13	8718	7.5	8.7	13.9436
1204981	1	2005	Natural Stand	L 	13	8719	22.9	22.21	208.9494
1204981	1	2005	Natural Stand	L 	13	8720	23.9	20.12	211.7611
1204981	1	2005	Natural Stand	L 	13	8721	24.6	18.46	212.4068
1204981	1	2005	Natural Stand	L 	13	8722	22.8	18.42	183.0141
1204981	1	2005	Natural Stand	L 	13	8723	18.2	15.76	107.8271
1204981	1	2005	Natural Stand	L 	13	8724	11.6	12.82	39.9549
1204981	1	2011	Natural Stand	L 	13	8730	24.7	21.5	235.6170
1204981	1	2011	Natural Stand	L 	13	8731	23.5	21.4	213.7140
1204981	1	2011	Natural Stand	L 	13	8732	23.2	20.5	202.5637
1204981	1	2011	Natural Stand	L 	13	8733	25.1	20.1	232.4833
1204981	1	2011	Natural Stand	L 	13	8734	27.7	19.9	279.6412
1204981	1	2011	Natural Stand	L 	13	8735	19.6	16.5	127.8833
1204981	1	2011	Natural Stand	L 	13	8736	12.7	13.9	49.9234
1204981	1	2023	Natural Stand	L 	13	8741	22.7	23.7	215.6171
1204981	1	2023	Natural Stand	L 	13	8742	24.5	22.8	241.7134
1204981	1	2023	Natural Stand	L 	13	8743	25.6	21.5	252.2108
1204981	1	2023	Natural Stand	L 	13	8744	29.2	20.7	317.1634
1204981	1	2023	Natural Stand	L 	13	8745	23.2	18.9	192.2585
1204981	1	2023	Natural Stand	L 	13	8746	21.6	18.1	163.1072
1204981	1	2023	Natural Stand	L 	13	8747	14.1	15.9	66.4037
1204996	1	2006	Natural Stand	L 	13	8748	20.8	15.5	138.9448
1204996	1	2006	Natural Stand	L 	13	8749	12.9	9.42	43.4703
1204996	1	2006	Natural Stand	L 	13	8750	8	7.9	15.3498
1204996	1	2006	Natural Stand	L 	13	8751	7.3	7.2	12.3899
1204996	1	2015	Natural Stand	L 	13	8754	22.9	16.4	173.0271
1204996	1	2015	Natural Stand	L 	13	8755	15.2	11.5	64.8640
1204996	1	2015	Natural Stand	L 	13	8756	9.3	9.9	22.6552
1204996	1	2015	Natural Stand	L 	13	8757	3.9	4.9	3.1041
1205011	1	2005	Natural Stand	L 	13	8758	18.3	14.85	105.5090
1205011	1	2008	Natural Stand	L 	13	8759	19	15.6	116.6159
1205011	1	2018	Natural Stand	L 	13	8761	3.9	4.6	3.0899
1205011	1	2018	Natural Stand	L 	13	8762	3.8	4.3	2.9216
1205011	1	2018	Natural Stand	L 	13	8763	3.4	4	2.2997
1205031	1	2004	Natural Stand	L 	13	8764	25.8	21.61	256.8507
1205031	1	2004	Natural Stand	L 	13	8765	22.2	20	183.2287
1205031	1	2004	Natural Stand	L 	13	8766	24.4	18.58	209.8406
1205031	1	2004	Natural Stand	L 	13	8767	21.4	17.59	157.4675
1205031	1	2004	Natural Stand	L 	13	8768	14	17.07	68.7910
1205031	1	2004	Natural Stand	L 	13	8769	5.2	4.93	5.7755
1205031	1	2011	Natural Stand	L 	13	8809	27	22.5	287.7661
1205031	1	2011	Natural Stand	L 	13	8810	23	20.8	201.2223
1205031	1	2011	Natural Stand	L 	13	8811	25.2	20.1	234.2686
1205031	1	2011	Natural Stand	L 	13	8812	24.3	19.6	215.0087
1205031	1	2011	Natural Stand	L 	13	8813	20.2	17.6	140.8897
1205031	1	2011	Natural Stand	L 	13	8814	19.3	16.4	123.6683
1205031	1	2011	Natural Stand	L 	13	8815	6.2	7.8	9.1091
1205031	1	2022	Natural Stand	L 	13	8854	28.3	23.3	322.2243
1205031	1	2022	Natural Stand	L 	13	8855	24	22.7	231.7959
1205031	1	2022	Natural Stand	L 	13	8856	23.7	22.2	222.8097
1205031	1	2022	Natural Stand	L 	13	8857	20.3	21.1	160.6379
1205031	1	2022	Natural Stand	L 	13	8858	27.2	21	278.9486
1205031	1	2022	Natural Stand	L 	13	8859	19.2	20.8	143.2389
1205031	1	2022	Natural Stand	L 	13	8860	14.5	19.8	81.9580
1205031	1	2022	Natural Stand	L 	13	8861	19.4	19.7	140.4898
1205031	1	2022	Natural Stand	L 	13	8862	21.1	18.6	158.5936
1205031	1	2022	Natural Stand	L 	13	8863	19.4	18.1	132.7015
1205031	1	2022	Natural Stand	L 	13	8864	20.5	17.5	144.4539
1205031	1	2022	Natural Stand	L 	13	8865	22.6	17.3	173.4639
1205031	1	2022	Natural Stand	L 	13	8866	13.3	14.8	56.7112
1205031	1	2022	Natural Stand	L 	13	8867	17.1	13.5	87.9814
1205031	1	2022	Natural Stand	L 	13	8868	19.6	13.1	114.5181
1205031	1	2022	Natural Stand	L 	13	8869	11.9	11.5	39.6383
1205031	1	2022	Natural Stand	L 	13	8870	10	10.4	26.7679
1205031	1	2022	Natural Stand	L 	13	8871	9.1	8.6	20.5310
1205031	1	2022	Natural Stand	L 	13	8872	6.4	8.5	10.0740
1205031	1	2022	Natural Stand	L 	13	8873	2.8	3.9	1.5095
1205031	1	2022	Natural Stand	L 	13	8874	3	3.5	1.7727
1211646	1	2006	Natural Stand	L 	13	8887	27.7	24.56	321.1227
1211646	1	2006	Natural Stand	L 	13	8888	25	22.78	250.9233
1211646	1	2006	Natural Stand	L 	13	8889	24.5	20.76	226.6260
1211646	1	2006	Natural Stand	L 	13	8890	13.4	14.06	55.7377
1211646	1	2006	Natural Stand	L 	13	8891	5.7	5.11	7.0577
1211646	1	2011	Natural Stand	L 	13	8924	28.3	24.9	337.6450
1211646	1	2011	Natural Stand	L 	13	8925	25.3	23.4	261.5833
1211646	1	2011	Natural Stand	L 	13	8926	21.2	21.8	178.4053
1211646	1	2011	Natural Stand	L 	13	8927	25.2	21.5	244.7629
1211646	1	2011	Natural Stand	L 	13	8928	22	21.3	188.0873
1211646	1	2011	Natural Stand	L 	13	8929	25.5	20.7	244.1825
1211646	1	2011	Natural Stand	L 	13	8930	18.5	20.3	131.2830
1211646	1	2011	Natural Stand	L 	13	8931	17.2	18.3	106.3730
1211646	1	2011	Natural Stand	L 	13	8932	10.9	12.4	34.7479
1211646	1	2021	Natural Stand	L 	13	8960	26.7	22.9	285.1567
1211646	1	2021	Natural Stand	L 	13	8961	29.8	22.7	349.4080
1211646	1	2021	Natural Stand	L 	13	8962	22.1	21.5	190.9599
1211646	1	2021	Natural Stand	L 	13	8963	21.5	21	178.3252
1211646	1	2021	Natural Stand	L 	13	8964	27.6	20	278.5001
1211646	1	2021	Natural Stand	L 	13	8965	19.5	18.8	137.3968
1211646	1	2021	Natural Stand	L 	13	8966	10.8	12.1	33.6592
1211701	1	2006	Natural Stand	L 	13	8984	16.2	12.2	75.5365
1211701	1	2006	Natural Stand	L 	13	8985	14.8	11.74	61.9233
1211701	1	2006	Natural Stand	L 	13	8986	14.5	10.55	57.2008
1211701	1	2006	Natural Stand	L 	13	8987	8.6	7.12	17.4758
1211701	1	2006	Natural Stand	L 	13	8988	5.2	4.36	5.8680
1211701	1	2007	Natural Stand	L 	13	9072	16.3	12.15	76.3659
1211701	1	2007	Natural Stand	L 	13	9073	14.7	11.78	61.1626
1211701	1	2007	Natural Stand	L 	13	9074	13.5	10.59	49.4105
1211701	1	2007	Natural Stand	L 	13	9075	14.5	10.45	57.0424
1211701	1	2007	Natural Stand	L 	13	9076	8.7	7.19	17.9363
1211701	1	2007	Natural Stand	L 	13	9077	5.5	4.48	6.6289
1211701	1	2017	Natural Stand	L 	13	9160	16.5	13.5	81.9337
1211701	1	2017	Natural Stand	L 	13	9161	14.1	12.1	56.8960
1211701	1	2017	Natural Stand	L 	13	9162	15	11	62.1624
1211701	1	2017	Natural Stand	L 	13	9163	13.4	10.5	48.5215
1211701	1	2017	Natural Stand	L 	13	9164	11.4	9.83	34.0580
1211701	1	2017	Natural Stand	L 	13	9165	11.6	7.8	33.6610
1211701	1	2017	Natural Stand	L 	13	9166	7	6.1	11.0612
1211701	1	2017	Natural Stand	L 	13	9167	6.9	5.25	10.7804
1211701	1	2017	Natural Stand	L 	13	9168	5.4	3.5	6.9586
1211701	1	2017	Natural Stand	L 	13	9169	4.8	3.46	5.2720
1211701	1	2017	Natural Stand	L 	13	9170	3.3	2.63	2.4802
1211701	1	2017	Natural Stand	L 	13	9171	3.9	2.55	3.8183
1211701	1	2017	Natural Stand	L 	13	9172	3.4	2.51	2.7491
1211796	1	2009	Natural Stand	L 	13	9240	5.3	4	6.2797
1211796	1	2009	Natural Stand	L 	13	9241	3.5	3.8	2.4667
1211796	1	2019	Natural Stand	L 	13	9242	11.8	8.6	35.3327
1211796	1	2019	Natural Stand	L 	13	9243	9	7.34	19.3384
1211796	1	2019	Natural Stand	L 	13	9244	7.5	6.9	13.0005
1211796	1	2019	Natural Stand	L 	13	9245	6	6.3	7.9930
1211796	1	2019	Natural Stand	L 	13	9246	5.7	4.9	7.0822
1211796	1	2019	Natural Stand	L 	13	9247	3	4.6	1.7733
1211801	1	2014	Natural Stand	L 	13	9248	6.5	6.1	9.4290
1211801	1	2014	Natural Stand	L 	13	9249	5.4	4.9	6.2797
