SpecCode,SpecCommon,PlotName,DBH,HtTot,bio_wood,bio_bark,bio_foliage,bio_branches
33,Silver Maple,SR5406PSP,45.5,24,704.8,67.9,17.42,389.3
33,Silver Maple,SR0201PSP,10.4,12.7,31.77,3.328,2.721,3.999
33,Silver Maple,SR0213PSP,31.8,25,332.1,32.66,11.1,128.1
33,Silver Maple,SR5014PSP,41.7,21.8,586.8,56.82,15.61,297.0
33,Silver Maple,SR0201PSP,4.3,7.84,4.972,0.5475,0.8959,0.2583
33,Silver Maple,SR0016PSP,7.6,12.1,16.44,1.753,1.834,1.512
33,Silver Maple,SR0201PSP,3,6.28,2.334,0.2624,0.5696,0.08456
33,Silver Maple,SR2231PSP,8.9,12.4,22.91,2.421,2.237,2.467
33,Silver Maple,SR5406PSP,29.4,27.5,281.7,27.82,10.06,100.5
33,Silver Maple,SR0213PSP,58,30.5,1173.0,111.5,23.64,826.6
33,Silver Maple,SR0201PSP,2.5,5.28,1.592,0.1808,0.4528,0.04804
33,Silver Maple,SR5014PSP,55.1,23.1,1054.0,100.4,22.17,705.0
37,Yellow Birch,LD1201PGP,3.2,4.8,2.374,0.2622,0.5684,0.4999
37,Yellow Birch,ARGS127PGP,8.2,8.2,18.07,2.173,2.117,4.803
37,Yellow Birch,LD1905PGP,7.5,9.7,14.91,1.778,1.869,3.875
37,Yellow Birch,ARGS242PGP,23.4,12.8,173.5,22.94,9.163,59.76
37,Yellow Birch,FCABI200547PGP,17,11.42,87.09,11.19,5.863,27.72
37,Yellow Birch,BY_MCPGP,8.6,14.3,20.03,2.419,2.263,5.385
37,Yellow Birch,FCDOM200231PGP,40.9,20.43,578.5,80.47,19.99,228.8
37,Yellow Birch,CE0003PSP,8.9,9.34,21.56,2.612,2.374,5.848
37,Yellow Birch,CE4121PSP,44.5,21.2,694.0,97.27,22.49,280.3
37,Yellow Birch,CE1035PSP,10.6,14.09,31.44,3.87,3.03,8.903
37,Yellow Birch,CE4121PSP,44.1,26.8,680.6,95.32,22.21,274.3
37,Yellow Birch,BY_TCPGP,12,14.3,41.09,5.114,3.604,12.0
37,Yellow Birch,WWA1999008PSP,52.9,17.9,1008.0,143.5,28.64,424.8
37,Yellow Birch,CE0060PSP,49.5,21.19,873.2,123.6,26.1,362.1
37,Yellow Birch,ARGS226PGP,17,16.46,87.09,11.19,5.863,27.72
37,Yellow Birch,CE3015PSP,18.7,15.3,107.0,13.86,6.698,34.86
37,Yellow Birch,HEM_MCLA147PGP,49.5,16,873.2,123.6,26.1,362.1
37,Yellow Birch,CE0016PSP,8,9.02,17.13,2.056,2.045,4.526
37,Yellow Birch,CE4121PSP,10.7,11.03,32.08,3.952,3.07,9.106
37,Yellow Birch,BY_T2PGP,15.9,13.5,75.39,9.626,5.34,23.6
37,Yellow Birch,HEM_BRUT051PGP,36.8,19,460.7,63.47,17.25,177.5
37,Yellow Birch,CE0033PSP,4.6,9.91,5.194,0.5927,0.9438,1.196
37,Yellow Birch,1280636PIP,2.7,4.9,1.646,0.179,0.4483,0.3323
37,Yellow Birch,NBBY012PGP,35.1,21.8,416.0,57.07,16.15,158.4
38,Paper Birch,FCWEY_KEN2003027PGP,6.3,4.59,6.3,6.3,6.3,6.3
38,Paper Birch,FCTEM2002041PGP,28,20.43,28.0,28.0,28.0,28.0
38,Paper Birch,CE0022PSP,29.5,19.1,29.5,29.5,29.5,29.5
38,Paper Birch,LWP1995051PSP,8.4,12.16,8.4,8.4,8.4,8.4
38,Paper Birch,BP1994009PSP,21.2,19.6,21.2,21.2,21.2,21.2
38,Paper Birch,BP1994005PSP,12,12.21,12.0,12.0,12.0,12.0
38,Paper Birch,1259801PIP,2.6,5.8,2.6,2.6,2.6,2.6
38,Paper Birch,FCDOM200139PGP,11.7,11.51,11.7,11.7,11.7,11.7
38,Paper Birch,FCNEE_KC2000145PGP,15.1,13.31,15.1,15.1,15.1,15.1
38,Paper Birch,CE4134PSP,34.8,21.04,34.8,34.8,34.8,34.8
38,Paper Birch,FCTEM2003049PGP,27.7,26.51,27.7,27.7,27.7,27.7
38,Paper Birch,CE1011PSP,2.7,4.49,2.7,2.7,2.7,2.7
38,Paper Birch,GCF1994006PGP,29.9,18.3,29.9,29.9,29.9,29.9
38,Paper Birch,FCACI_TB200004PGP,2.9,4.53,2.9,2.9,2.9,2.9
38,Paper Birch,NBBW101PGP,30.5,18.5,30.5,30.5,30.5,30.5
38,Paper Birch,FCTEM2003046PGP,11.6,12.1,11.6,11.6,11.6,11.6
38,Paper Birch,TIM2011005PGP,25.6,19.3,25.6,25.6,25.6,25.6
38,Paper Birch,FCTEM2003057PGP,31.2,22.4,31.2,31.2,31.2,31.2
38,Paper Birch,FCBOW4-2002-14PGP,9.5,10.7,9.5,9.5,9.5,9.5
38,Paper Birch,FCACI_FF200003PGP,12.5,9.1,12.5,12.5,12.5,12.5
38,Paper Birch,FCPB2007063PGP,13,9,13.0,13.0,13.0,13.0
38,Paper Birch,FCBOW78-2003-005PGP,13.5,11.3,13.5,13.5,13.5,13.5
38,Paper Birch,1280446PIP,8.9,9.2,8.9,8.9,8.9,8.9
38,Paper Birch,FCBOW3-2002-38PGP,2.5,5.6,2.5,2.5,2.5,2.5
39,Shumard's Oak,SR0201PSP,35.2,20.8,35.2,35.2,35.2,35.2
39,Shumard's Oak,SR0201PSP,52.9,32,52.9,52.9,52.9,52.9
39,Shumard's Oak,SR0201PSP,32.5,23.4,32.5,32.5,32.5,32.5
39,Shumard's Oak,SR0204PSP,34.4,19,34.4,34.4,34.4,34.4
39,Shumard's Oak,SR0204PSP,36.2,22.5,36.2,36.2,36.2,36.2
39,Shumard's Oak,FECGY864PGP,5.5,8.27,5.5,5.5,5.5,5.5
39,Shumard's Oak,SR0201PSP,55.9,31.2,55.9,55.9,55.9,55.9
39,Shumard's Oak,SR0204PSP,28.1,22.3,28.1,28.1,28.1,28.1
39,Shumard's Oak,SR0201PSP,53.8,30.2,53.8,53.8,53.8,53.8
40,White Oak,SR1022PSP,21.6,19.8,99.06,15.04,4.574,35.55
40,White Oak,SR1018PSP,13.1,13.8,30.84,5.574,1.87,9.584
40,White Oak,SR5004PSP,49.8,21.3,695.7,78.9,20.37,317.5
40,White Oak,SR0016PSP,7.1,7.01,7.385,1.653,0.6256,1.924
40,White Oak,SR0019PSP,17.1,17.6,57.43,9.458,3.012,19.27
40,White Oak,SR0406PSP,35.9,25.8,324.2,41.21,11.35,134.6
40,White Oak,SR0016PSP,3.6,4.92,1.514,0.4294,0.1857,0.3245
40,White Oak,SR0016PSP,7.5,7.9,8.393,1.843,0.69,2.222
40,White Oak,SR1024PSP,20.5,21.3,87.69,13.55,4.166,31.0
40,White Oak,SR5004PSP,3,5.4,0.9893,0.2991,0.1341,0.2012
40,White Oak,SR0019PSP,18,16.8,64.73,10.47,3.301,22.04
40,White Oak,SR1216PSP,26.3,22.5,156.8,22.22,6.504,59.56
40,White Oak,SR1216PSP,35,23.9,305.5,39.18,10.84,126.0
40,White Oak,SR1206PSP,38.6,24.5,383.9,47.59,12.92,162.8
40,White Oak,SR1216PSP,21.4,18.1,96.93,14.76,4.499,34.69
40,White Oak,SR0401PSP,27.5,26.9,174.0,24.28,7.044,66.94
40,White Oak,SR1023PSP,33.3,24.7,272.0,35.5,9.918,110.5
40,White Oak,SR0019PSP,17.9,16.8,63.9,10.36,3.269,21.72
40,White Oak,SR4008PSP,20.5,18.8,87.69,13.55,4.166,31.0
40,White Oak,1273871PIP,7,9.1,7.145,1.607,0.6099,1.854
40,White Oak,SR1216PSP,33.5,21.5,275.8,35.92,10.03,112.3
41,Northern Red Oak,SR4408PSP,23,15.1,23.0,23.0,23.0,23.0
41,Northern Red Oak,SR3009PSP,9.6,13,9.6,9.6,9.6,9.6
41,Northern Red Oak,SR0404PSP,40.2,28.5,40.2,40.2,40.2,40.2
41,Northern Red Oak,FCDOM200244PGP,21.5,19.9,21.5,21.5,21.5,21.5
41,Northern Red Oak,SR1017PSP,12.4,13.2,12.4,12.4,12.4,12.4
41,Northern Red Oak,SR4421PSP,11.7,13.1,11.7,11.7,11.7,11.7
41,Northern Red Oak,CE5007PSP,9.4,11.9,9.4,9.4,9.4,9.4
41,Northern Red Oak,NBOR021PGP,34,26.3,34.0,34.0,34.0,34.0
41,Northern Red Oak,CE2013PSP,3.3,5.25,3.3,3.3,3.3,3.3
41,Northern Red Oak,SR1001PSP,65.4,30.7,65.4,65.4,65.4,65.4
41,Northern Red Oak,SR4206PSP,20.9,18,20.9,20.9,20.9,20.9
41,Northern Red Oak,1280666PIP,3.3,5.7,3.3,3.3,3.3,3.3
41,Northern Red Oak,SR4218PSP,16.1,17,16.1,16.1,16.1,16.1
41,Northern Red Oak,CE6102PSP,36.8,26.6,36.8,36.8,36.8,36.8
41,Northern Red Oak,CE7011PSP,3,5.43,3.0,3.0,3.0,3.0
41,Northern Red Oak,CE3023PSP,24.6,19.05,24.6,24.6,24.6,24.6
41,Northern Red Oak,SR1018PSP,25.1,21.5,25.1,25.1,25.1,25.1
41,Northern Red Oak,SR4404PSP,56.1,30.2,56.1,56.1,56.1,56.1
41,Northern Red Oak,FCDOM200266PGP,26.6,19.8,26.6,26.6,26.6,26.6
41,Northern Red Oak,CE6101PSP,22,13.48,22.0,22.0,22.0,22.0
41,Northern Red Oak,CE3003PSP,5.1,7.9,5.1,5.1,5.1,5.1
41,Northern Red Oak,SR2011PSP,31.8,20.9,31.8,31.8,31.8,31.8
41,Northern Red Oak,CE1030PSP,4.4,5.41,4.4,4.4,4.4,4.4
41,Northern Red Oak,CE1015PSP,3.5,5.2,3.5,3.5,3.5,3.5
42,Bur Oak,SR0204PSP,9.5,12.4,9.5,9.5,9.5,9.5
42,Bur Oak,CE3029PSP,4.2,3.8,4.2,4.2,4.2,4.2
42,Bur Oak,SR5417PSP,52.4,21.8,52.4,52.4,52.4,52.4
42,Bur Oak,SR0204PSP,9.4,12.2,9.4,9.4,9.4,9.4
42,Bur Oak,SR0201PSP,38,24.3,38.0,38.0,38.0,38.0
42,Bur Oak,1328611PIP,13.3,6.2,13.3,13.3,13.3,13.3
42,Bur Oak,SR0216PSP,43.6,23,43.6,43.6,43.6,43.6
42,Bur Oak,SR0201PSP,26.5,15.6,26.5,26.5,26.5,26.5
42,Bur Oak,SR5021PSP,3.8,4.48,3.8,3.8,3.8,3.8
42,Bur Oak,SR0201PSP,30.4,19.9,30.4,30.4,30.4,30.4
42,Bur Oak,SR0216PSP,44.8,26.1,44.8,44.8,44.8,44.8
42,Bur Oak,SR1401PSP,3.4,6.4,3.4,3.4,3.4,3.4
42,Bur Oak,SR1401PSP,3.7,6.1,3.7,3.7,3.7,3.7
42,Bur Oak,CE4112PSP,6.1,6.4,6.1,6.1,6.1,6.1
42,Bur Oak,SR5417PSP,51.2,20.9,51.2,51.2,51.2,51.2
42,Bur Oak,1328611PIP,19.1,11,19.1,19.1,19.1,19.1
42,Bur Oak,CE4112PSP,3.9,4.38,3.9,3.9,3.9,3.9
42,Bur Oak,SR0216PSP,44.5,25.7,44.5,44.5,44.5,44.5
44,American Beech,CE7010PSP,14.4,16.45,14.4,14.4,14.4,14.4
44,American Beech,SR4001PSP,37.2,26.5,37.2,37.2,37.2,37.2
44,American Beech,HEM_LAWR486PGP,12.9,10.7,12.9,12.9,12.9,12.9
44,American Beech,SR0012PSP,10.5,10.9,10.5,10.5,10.5,10.5
44,American Beech,SR2206PSP,4.9,7.32,4.9,4.9,4.9,4.9
44,American Beech,SR0013PSP,16,16.2,16.0,16.0,16.0,16.0
44,American Beech,SR1001PSP,7.8,14.6,7.8,7.8,7.8,7.8
44,American Beech,SR1005PSP,12.4,12.7,12.4,12.4,12.4,12.4
44,American Beech,SR1001PSP,4.8,6.07,4.8,4.8,4.8,4.8
44,American Beech,ARGS111PGP,26.4,24.38,26.4,26.4,26.4,26.4
44,American Beech,SR1008PSP,6.1,9.6,6.1,6.1,6.1,6.1
44,American Beech,LD1203PGP,28.3,20.7,28.3,28.3,28.3,28.3
44,American Beech,SR2236PSP,4,6.5,4.0,4.0,4.0,4.0
44,American Beech,ARGS085PGP,15.5,15.54,15.5,15.5,15.5,15.5
44,American Beech,SR5013PSP,5.4,7.9,5.4,5.4,5.4,5.4
44,American Beech,SR0215PSP,38.8,25.5,38.8,38.8,38.8,38.8
44,American Beech,SR1205PSP,35.6,27.5,35.6,35.6,35.6,35.6
44,American Beech,CE3003PSP,8.8,8.9,8.8,8.8,8.8,8.8
44,American Beech,HEM_CLYD431PGP,6.7,5.9,6.7,6.7,6.7,6.7
44,American Beech,SR5013PSP,32.6,21.8,32.6,32.6,32.6,32.6
44,American Beech,SR5203PSP,30.9,23.4,30.9,30.9,30.9,30.9
44,American Beech,SR1206PSP,20.9,18.3,20.9,20.9,20.9,20.9
44,American Beech,SR5203PSP,23.3,20.5,23.3,23.3,23.3,23.3
44,American Beech,SR1021PSP,35.1,22.7,35.1,35.1,35.1,35.1
45,Black Ash,1280546PIP,17.7,15.9,80.39,12.59,2.667,13.14
45,Black Ash,SR0001PSP,25.7,15.5,193.0,27.31,4.426,27.47
45,Black Ash,LD1506PGP,4.4,6.5,3.056,0.7,0.4026,0.8384
45,Black Ash,FCACI_FF200501PGP,16,14.8,63.41,10.21,2.325,10.76
45,Black Ash,CE3030PSP,31.3,20.9,306.7,41.12,5.785,40.56
45,Black Ash,THU2010001PGP,21.2,15.69,122.8,18.32,3.408,18.77
45,Black Ash,FCBOW56-2005-12PGP,37.6,15.99,471.9,60.18,7.422,58.29
45,Black Ash,1287331PIP,7.7,8.8,11.38,2.237,0.861,2.535
45,Black Ash,FCABI200605PGP,39.4,22.19,526.7,66.32,7.909,63.93
45,Black Ash,CE3028PSP,9.4,11.8,18.18,3.385,1.129,3.761
45,Black Ash,SR5021PSP,3.9,7.45,2.302,0.5449,0.3417,0.6605
45,Black Ash,FCBOW56-2005-11PGP,24.6,14.51,174.2,24.94,4.171,25.19
45,Black Ash,TIM2004009PGP,28.4,19.4,244.1,33.61,5.07,33.47
45,Black Ash,SR0217PSP,4.1,5.9,2.589,0.6045,0.3658,0.7291
45,Black Ash,TIM1999003PSP,40,20.94,545.7,68.43,8.073,65.87
45,Black Ash,FCDOM200510PGP,10.7,9.67,24.64,4.429,1.346,4.858
45,Black Ash,KLK2010001PGP,55.1,26.3,1158.0,133.0,12.47,124.1
45,Black Ash,SR5014PSP,3,5,1.243,0.316,0.2393,0.3932
45,Black Ash,CE3028PSP,31.1,26.7,302.2,40.58,5.735,40.05
45,Black Ash,FOR2010004PSP,9.7,9.97,19.57,3.613,1.178,4.002
45,Black Ash,SR5021PSP,3.3,7.65,1.555,0.3852,0.2724,0.4747
45,Black Ash,SR5414PSP,17.6,14.7,79.33,12.45,2.647,13.0
45,Black Ash,FCBUC_LH200704PGP,16.4,9.5,67.2,10.75,2.405,11.3
45,Black Ash,CHA1999005PSP,20.1,19.6,108.4,16.4,3.17,16.9
46,White Ash,SR1004PSP,33.7,27.1,379.6,45.24,8.303,117.2
46,White Ash,SR2013PSP,27.1,27,236.7,29.29,6.353,72.1
46,White Ash,SR1022PSP,6.1,10.5,9.358,1.496,1.018,2.596
46,White Ash,SR0003PSP,8.9,14.22,21.21,3.178,1.619,6.025
46,White Ash,SR2205PSP,7.5,10.6,14.64,2.259,1.312,4.114
46,White Ash,SR5007PSP,2.9,4.8,1.869,0.3395,0.4087,0.4948
46,White Ash,CE7005PSP,15.2,15.4,67.64,9.243,3.124,19.87
46,White Ash,SR4406PSP,11.3,13.8,35.58,5.117,2.171,10.26
46,White Ash,SR1201PSP,36.8,26.9,459.4,53.92,9.25,142.6
46,White Ash,SR1202PSP,3.7,8.2,3.168,0.5519,0.5512,0.8517
46,White Ash,CE7007PSP,9.5,10.35,24.43,3.62,1.754,6.969
46,White Ash,SR4002PSP,23.6,19,175.5,22.23,5.361,52.97
46,White Ash,SR5207PSP,14.1,20.5,57.48,7.957,2.849,16.8
46,White Ash,SR1201PSP,25.6,21.4,209.3,26.15,5.924,63.51
46,White Ash,SR5404PSP,27.2,21.8,238.6,29.51,6.382,72.69
46,White Ash,SR1213PSP,4.9,7.1,5.822,0.9665,0.7782,1.593
46,White Ash,SR5401PSP,13.1,16.5,49.01,6.871,2.603,14.26
46,White Ash,SR1024PSP,4.5,6.4,4.841,0.8155,0.701,1.318
46,White Ash,SR1219PSP,26.7,25,229.2,28.43,6.239,69.75
46,White Ash,SR5008PSP,22.2,22,153.7,19.68,4.974,46.22
46,White Ash,SR0022PSP,30,29.8,295.1,35.88,7.198,90.44
46,White Ash,SR0001PSP,38.3,29.1,500.9,58.39,9.715,155.9
46,White Ash,SR5002PSP,14.9,18.8,64.78,8.883,3.048,19.0
46,White Ash,SR4219PSP,16.8,22.8,84.02,11.29,3.532,24.83
47,Green Ash,SR5020PSP,10.3,14.3,10.3,10.3,10.3,10.3
47,Green Ash,SR0217PSP,26.1,20.3,26.1,26.1,26.1,26.1
47,Green Ash,SR0210PSP,3.6,7.8,3.6,3.6,3.6,3.6
47,Green Ash,SR5414PSP,16.3,13.2,16.3,16.3,16.3,16.3
47,Green Ash,SR0211PSP,10.9,12.3,10.9,10.9,10.9,10.9
47,Green Ash,SR5020PSP,5.9,10.9,5.9,5.9,5.9,5.9
47,Green Ash,SR0204PSP,5.3,9.18,5.3,5.3,5.3,5.3
47,Green Ash,SR0407PSP,11.2,20.4,11.2,11.2,11.2,11.2
47,Green Ash,SR2231PSP,32.4,24.1,32.4,32.4,32.4,32.4
47,Green Ash,SR4426PSP,2.5,5.32,2.5,2.5,2.5,2.5
47,Green Ash,SR0201PSP,12.5,14.23,12.5,12.5,12.5,12.5
47,Green Ash,SR3025PSP,3.2,6.39,3.2,3.2,3.2,3.2
47,Green Ash,SR0210PSP,3.4,6.2,3.4,3.4,3.4,3.4
47,Green Ash,SR5416PSP,42.2,20.5,42.2,42.2,42.2,42.2
47,Green Ash,SR5416PSP,34.4,27.5,34.4,34.4,34.4,34.4
47,Green Ash,SR5408PSP,16.2,19.7,16.2,16.2,16.2,16.2
47,Green Ash,SR5416PSP,28.6,24.3,28.6,28.6,28.6,28.6
47,Green Ash,SR5416PSP,46,24.2,46.0,46.0,46.0,46.0
47,Green Ash,SR5021PSP,19.3,22.3,19.3,19.3,19.3,19.3
47,Green Ash,SR5004PSP,5.7,10.2,5.7,5.7,5.7,5.7
47,Green Ash,SR0208PSP,29.3,27.4,29.3,29.3,29.3,29.3
47,Green Ash,SR5014PSP,31.2,22.7,31.2,31.2,31.2,31.2
47,Green Ash,SR5413PSP,19.7,18,19.7,19.7,19.7,19.7
47,Green Ash,SR5407PSP,4,7.75,4.0,4.0,4.0,4.0
50,American Elm,SR0205PSP,7.2,9.47,7.2,7.2,7.2,7.2
50,American Elm,SR0213PSP,6.8,9.34,6.8,6.8,6.8,6.8
50,American Elm,SR0201PSP,15.3,14.6,15.3,15.3,15.3,15.3
50,American Elm,SR0206PSP,52.7,27.8,52.7,52.7,52.7,52.7
50,American Elm,CE6205PSP,15.1,17.9,15.1,15.1,15.1,15.1
50,American Elm,SR0206PSP,51.5,26.5,51.5,51.5,51.5,51.5
50,American Elm,SR2203PSP,26.5,14.5,26.5,26.5,26.5,26.5
50,American Elm,SR4008PSP,28.8,19.2,28.8,28.8,28.8,28.8
50,American Elm,SR5021PSP,7.3,8.38,7.3,7.3,7.3,7.3
50,American Elm,SR0207PSP,25,20,25.0,25.0,25.0,25.0
50,American Elm,SR0205PSP,6.1,8.05,6.1,6.1,6.1,6.1
50,American Elm,SR0206PSP,39.9,22,39.9,39.9,39.9,39.9
50,American Elm,SR5007PSP,13.9,16,13.9,13.9,13.9,13.9
50,American Elm,SR0204PSP,42.4,25.5,42.4,42.4,42.4,42.4
50,American Elm,SR0008PSP,7.9,7.5,7.9,7.9,7.9,7.9
50,American Elm,CE3030PSP,14.5,17.6,14.5,14.5,14.5,14.5
50,American Elm,SR0016PSP,2.9,5.62,2.9,2.9,2.9,2.9
50,American Elm,SR2230PSP,5.1,6.33,5.1,5.1,5.1,5.1
50,American Elm,SR4212PSP,7.8,13,7.8,7.8,7.8,7.8
50,American Elm,SR0016PSP,11.2,13.1,11.2,11.2,11.2,11.2
50,American Elm,CE6205PSP,11.1,14.4,11.1,11.1,11.1,11.1
50,American Elm,CE3030PSP,10.4,12.5,10.4,10.4,10.4,10.4
50,American Elm,SR0214PSP,30.6,20,30.6,30.6,30.6,30.6
50,American Elm,LD0501PGP,23.2,19.3,23.2,23.2,23.2,23.2
51,American Basswood,SR2013PSP,30,25.3,30.0,30.0,30.0,30.0
51,American Basswood,SR0016PSP,5.2,8.54,5.2,5.2,5.2,5.2
51,American Basswood,SR5021PSP,23.7,22.7,23.7,23.7,23.7,23.7
51,American Basswood,LD0803PGP,15.5,15.1,15.5,15.5,15.5,15.5
51,American Basswood,CE7006PSP,11,12.4,11.0,11.0,11.0,11.0
51,American Basswood,SR4408PSP,3.4,4.7,3.4,3.4,3.4,3.4
51,American Basswood,CE4117PSP,32.5,19.86,32.5,32.5,32.5,32.5
51,American Basswood,ARGS266PGP,16.3,18.29,16.3,16.3,16.3,16.3
51,American Basswood,SR1003PSP,57.4,29.7,57.4,57.4,57.4,57.4
51,American Basswood,SR1201PSP,28.9,21,28.9,28.9,28.9,28.9
51,American Basswood,CE7000PSP,7.7,7.85,7.7,7.7,7.7,7.7
51,American Basswood,ARGS142PGP,32.3,24.99,32.3,32.3,32.3,32.3
51,American Basswood,SR4219PSP,12.1,14.6,12.1,12.1,12.1,12.1
51,American Basswood,SR4411PSP,3.1,4.44,3.1,3.1,3.1,3.1
51,American Basswood,ARGS003PGP,21.3,17.37,21.3,21.3,21.3,21.3
51,American Basswood,SR1023PSP,9.4,11.9,9.4,9.4,9.4,9.4
51,American Basswood,SR5201PSP,45.9,29.5,45.9,45.9,45.9,45.9
51,American Basswood,SR1204PSP,14.2,12.34,14.2,14.2,14.2,14.2
51,American Basswood,SR5206PSP,13.9,13.1,13.9,13.9,13.9,13.9
51,American Basswood,SR5213PSP,3.8,6.05,3.8,3.8,3.8,3.8
51,American Basswood,SR3012PSP,29.9,26.7,29.9,29.9,29.9,29.9
51,American Basswood,SR0217PSP,9.1,8.95,9.1,9.1,9.1,9.1
51,American Basswood,SR2014PSP,3.9,5.11,3.9,3.9,3.9,3.9
51,American Basswood,ARGS012PGP,39.9,27.43,39.9,39.9,39.9,39.9
54,Black Walnut,SR0206PSP,12.6,15.6,12.6,12.6,12.6,12.6
54,Black Walnut,SR0216PSP,9.7,13.9,9.7,9.7,9.7,9.7
54,Black Walnut,CE6204PSP,3.8,6.1,3.8,3.8,3.8,3.8
54,Black Walnut,SR0207PSP,28,15.5,28.0,28.0,28.0,28.0
54,Black Walnut,SR0216PSP,9.8,14.3,9.8,9.8,9.8,9.8
54,Black Walnut,SR0206PSP,23.7,20.3,23.7,23.7,23.7,23.7
54,Black Walnut,SR0206PSP,19.2,17.8,19.2,19.2,19.2,19.2
54,Black Walnut,SR0210PSP,5,8.02,5.0,5.0,5.0,5.0
54,Black Walnut,SR0207PSP,21.4,15.5,21.4,21.4,21.4,21.4
54,Black Walnut,SR0215PSP,20.1,20.2,20.1,20.1,20.1,20.1
54,Black Walnut,SR0206PSP,21.2,18.5,21.2,21.2,21.2,21.2
54,Black Walnut,SR0210PSP,5.3,8.5,5.3,5.3,5.3,5.3
55,Butternut,SR0206PSP,37.9,26.9,37.9,37.9,37.9,37.9
55,Butternut,SR4204PSP,5.5,5.74,5.5,5.5,5.5,5.5
55,Butternut,SR1001PSP,2.5,5.65,2.5,2.5,2.5,2.5
55,Butternut,SR2211PSP,22,20.5,22.0,22.0,22.0,22.0
55,Butternut,SR0205PSP,5.2,8.83,5.2,5.2,5.2,5.2
55,Butternut,SR2209PSP,24.2,17.4,24.2,24.2,24.2,24.2
55,Butternut,SR5404PSP,28.1,21.9,28.1,28.1,28.1,28.1
55,Butternut,SR5408PSP,8.8,12,8.8,8.8,8.8,8.8
55,Butternut,SR4011PSP,14.4,19.1,14.4,14.4,14.4,14.4
55,Butternut,SR3009PSP,22.2,19.7,22.2,22.2,22.2,22.2
55,Butternut,SR5408PSP,9.5,13.6,9.5,9.5,9.5,9.5
55,Butternut,SR4012PSP,11.1,8.02,11.1,11.1,11.1,11.1
55,Butternut,SR2209PSP,18.4,16,18.4,18.4,18.4,18.4
55,Butternut,SR5408PSP,32.6,22.6,32.6,32.6,32.6,32.6
55,Butternut,SR0206PSP,34.1,25,34.1,34.1,34.1,34.1
55,Butternut,SR4204PSP,4.5,5.63,4.5,4.5,4.5,4.5
55,Butternut,SR2222PSP,26.4,20.4,26.4,26.4,26.4,26.4
55,Butternut,SR2014PSP,41.9,24.7,41.9,41.9,41.9,41.9
55,Butternut,SR5408PSP,5.5,8.06,5.5,5.5,5.5,5.5
55,Butternut,SR0205PSP,10.2,12,10.2,10.2,10.2,10.2
55,Butternut,SR5408PSP,16.2,14.4,16.2,16.2,16.2,16.2
55,Butternut,SR4204PSP,2.9,3.92,2.9,2.9,2.9,2.9
55,Butternut,SR4208PSP,66.7,28.8,66.7,66.7,66.7,66.7
56,Ironwood,SR4426PSP,11,11.4,11.0,11.0,11.0,11.0
56,Ironwood,ARGS061PGP,9.4,12.8,9.4,9.4,9.4,9.4
56,Ironwood,SR1401PSP,29.6,16.5,29.6,29.6,29.6,29.6
56,Ironwood,1273811PIP,6,6.2,6.0,6.0,6.0,6.0
56,Ironwood,ARGS053PGP,28.7,20.73,28.7,28.7,28.7,28.7
56,Ironwood,CE4117PSP,9.5,10.3,9.5,9.5,9.5,9.5
56,Ironwood,SR1401PSP,32.1,20.9,32.1,32.1,32.1,32.1
56,Ironwood,CE4116PSP,25,20.5,25.0,25.0,25.0,25.0
56,Ironwood,ARGS168PGP,11.2,14.33,11.2,11.2,11.2,11.2
56,Ironwood,SR5211PSP,10.7,12,10.7,10.7,10.7,10.7
56,Ironwood,SR2232PSP,8,11.7,8.0,8.0,8.0,8.0
56,Ironwood,SR1401PSP,11.1,15.24,11.1,11.1,11.1,11.1
56,Ironwood,ARGS131PGP,27.9,22.25,27.9,27.9,27.9,27.9
56,Ironwood,SR5211PSP,38.6,18.84,38.6,38.6,38.6,38.6
56,Ironwood,SR1001PSP,6.5,10.2,6.5,6.5,6.5,6.5
56,Ironwood,SR0216PSP,6.7,10.1,6.7,6.7,6.7,6.7
56,Ironwood,CE4000PSP,4.6,5.3,4.6,4.6,4.6,4.6
56,Ironwood,ARGS075PGP,10.7,11.28,10.7,10.7,10.7,10.7
56,Ironwood,SR5415PSP,4.1,7.94,4.1,4.1,4.1,4.1
56,Ironwood,ARGS131PGP,29.2,17.07,29.2,29.2,29.2,29.2
56,Ironwood,SR3009PSP,11.5,13.4,11.5,11.5,11.5,11.5
56,Ironwood,ARGS041PGP,10.9,12.8,10.9,10.9,10.9,10.9
56,Ironwood,CE4010PSP,10.1,12.3,10.1,10.1,10.1,10.1
56,Ironwood,ARGS131PGP,27.9,16.46,27.9,27.9,27.9,27.9
58,Black Cherry,CE3015PSP,19.5,15.5,119.3,15.94,3.262,31.21
58,Black Cherry,LD1605PGP,31.1,24.4,295.2,37.59,5.797,79.76
58,Black Cherry,LD1501PGP,20,19.1,125.3,16.7,3.365,32.84
58,Black Cherry,SR4401PSP,4.1,4.9,5.786,0.9078,0.4777,1.358
58,Black Cherry,SR1003PSP,28.2,20,244.1,31.4,5.139,65.52
58,Black Cherry,SR0021PSP,6.8,6.17,15.44,2.3,0.8909,3.754
58,Black Cherry,SR1401PSP,24.8,24.4,190.2,24.8,4.386,50.6
58,Black Cherry,NBCB021PGP,16.2,12.1,83.25,11.34,2.596,21.5
