PlotName	PlotKey	FieldSeasonYear	StandOriginCode	TreeStatusCode	TreeNum	SpecCode	DBH	HtTot
SR4424PSP	9141	1998	N	L	9	169	12.2	13.9
SR0205PSP	8965	1993	N	L	62	78	17.1	13
SR5014PSP	9156	2012	N	L	70	47	31.2	22.7
CE4024PSP	8815	1996	N	L	55	20	25.2	20.37
SR0016PSP	8956	1995	N	L	112	50	2.9	5.62
SR4407PSP	9128	1993	N	L	23	123	26.8	21.3
SR5206PSP	9166	1994	N	L	59	51	13.9	13.1
TIM2015001PSP	7082	2015	N	L	36	25	25.9	22.7
CE4011PSP	8804	1995	N	L	69	58	26.8	21.15
SR5014PSP	9156	1999	N	L	64	45	3	5
1328611PIP	60	2008	N	L	42	42	19.1	11
HEM_DICK862PGP	12157	1990	N	L	20	1001	8.7	12
CE3028PSP	8787	1999	N	L	9	45	31.1	26.7
FCTEM2003046PGP	6017	2013	N	L	329	22	27	13.3
HEM_CLYD431PGP	12129	1999	N	L	41	44	6.7	5.9
SR0022PSP	8960	1995	N	L	12	46	30	29.8
FOR2010004PSP	6874	2010	N	L	540	45	9.7	9.97
LSJP1994042PSP	3484	2000	N	L	557	74	8.8	13.33
SR5013PSP	9155	1999	N	L	41	44	32.6	21.8
SR5401PSP	9178	1999	N	L	48	30	25.3	18.5
SR5416PSP	9193	1998	N	L	35	169	11.3	8.95
IFF1993009PSP	3361	2018	N	L	148	139	8.7	11
SR1017PSP	8994	2005	N	L	4	170	27.7	24.2
SR5213PSP	9173	1994	N	L	127	51	3.8	6.05
FCWEY4S2002053PGP	6470	2007	N	L	14	3	5.1	4.93
TBP1995050PSP	3026	1995	N	L	12	74	11.4	16.42
SR1208PSP	9009	2000	N	L	28	58	46.5	28
SR0206PSP	8966	1998	N	L	21	78	18.8	18.9
SR0208PSP	8968	1993	N	L	21	68	7.7	7.92
SR5404PSP	9181	1998	N	L	76	177	23.5	24.3
SR4424PSP	9141	1998	N	L	71	169	6.5	8.7
SR5021PSP	9159	1999	N	L	67	45	3.3	7.65
SR0016PSP	8956	2000	N	L	61	33	7.6	12.1
SR1210PSP	9011	1994	N	L	15	136	2.7	4.55
SR2222PSP	9054	2001	N	L	58	30	26.1	20.9
BY_T2PGP	3511	2006	N	L	21	37	15.9	13.5
SR0201PSP	8961	1992	N	L	60	33	3	6.28
SR0205PSP	8965	1998	N	L	62	78	18.9	17.1
SR1201PSP	9002	2000	N	L	21	90	29.7	21.1
FCPB2007063PGP	3682	2007	N	L	130	38	13	9
KAP1992004PSP	3366	2016	N	L	92	903	15.1	11.7
FCTEM2002078PGP	5905	2015	N	L	11	73	11.4	13.4
COC2019001PSP	10593	2019	N	L	16	139	7.7	12
SR5023PSP	9160	1999	N	L	35	5	6	5
1253101PIP	9	2017	N	L	82	1092	20	13.7
SR0208PSP	8968	1998	N	L	29	68	13.7	13.9
CE3035PSP	8793	2000	N	L	23	32	4.7	6.5
SR0205PSP	8965	1993	N	L	41	78	5	8.3
SR0205PSP	8965	1993	N	L	89	78	4.5	7.34
BP1993040PSP	3210	2007	N	L	202	20	15.1	14.19
FCBOW78-1385-1PGP	4804	1999	N	L	104	22	10	6.14
ARGS131PGP	11921	1977	N	L	19	56	27.9	16.46
SR1209PSP	9010	2005	N	L	8	94	44.3	26.6
SR2230PSP	9061	1995	N	L	7	50	5.1	6.33
FCWEY4S2001086PGP	6354	2012	N	L	17	20	28.7	16.8
SR0205PSP	8965	1993	N	L	54	55	10.2	12
SR1201PSP	9002	1992	N	L	22	90	28.8	18.9
1273871PIP	6827	2013	N	L	12	40	7	9.1
SR1202PSP	9003	2013	N	L	64	90	5.5	9.9
HEM_BRUT051PGP	12083	1991	N	L	24	37	36.8	19
SR1208PSP	9009	2009	N	L	26	78	34	30.6
KLK2000001PGP	7542	2000	N	L	16	74	35.9	25.5
SR5416PSP	9193	1995	N	L	46	169	8.7	8.45
COC1994025PSP	3288	2016	N	L	55	20	26	20.5
SR2230PSP	9061	1995	N	L	42	117	3.7	5.74
SR5020PSP	9158	1999	N	L	70	58	11.6	15.3
TBP1992010PSP	3000	1992	N	L	147	74	25.4	19.5
SR5408PSP	9185	1995	N	L	187	55	16.2	14.4
BY_L1CTPGP	3502	2015	N	L	27	139	15.5	16.5
FCBUC_LH200706PGP	3535	2015	N	L	29	12	23.5	10.3
SR4204PSP	9102	1993	N	L	28	55	2.9	3.92
FCBOW56-021-0PGP	4879	2012	N	L	29	12	18.7	10.4
CE3029PSP	8788	2014	N	L	27	1	18.7	22.3
SR0209PSP	8969	1994	N	L	27	60	29.6	26
SR4212PSP	9110	1994	N	L	79	50	7.8	13
SR0016PSP	8956	1995	N	L	68	50	11.2	13.1
SR0212PSP	8972	1994	N	L	4	60	9.3	11.3
SR5024PSP	9161	1997	N	L	25	124	2.6	3.7
FCBOW12-167-4PGP	4706	2005	N	L	621	13	28.2	22.49
SR5203PSP	9164	1998	N	L	14	44	30.9	23.4
SR4005PSP	9090	1994	N	L	52	94	8.7	10.84
SR2230PSP	9061	1995	N	L	83	117	9.1	12.3
SR1209PSP	9010	1994	N	L	8	94	38	24.5
1321801PIP	6862	2014	N	L	53	32	15.4	12.3
CE1000PSP	8707	1998	N	L	6	2	21	15.55
CE4017PSP	8809	1995	N	L	15	58	29.5	22.55
CE7012PSP	8890	2004	N	L	105	70	34.9	28.05
SR1206PSP	9007	1993	N	L	40	44	20.9	18.3
CE6205PSP	8875	1999	N	L	48	50	11.1	14.4
SR0001PSP	8941	1992	N	L	20	46	38.3	29.1
HEM_NIGH103PGP	12218	1991	N	L	9	19	12	7.5
CE4112PSP	8832	2006	N	L	59	42	3.9	4.38
FCBOW78-2003-005PGP	5035	2008	N	L	412	38	13.5	11.3
SR5404PSP	9181	2012	N	L	76	177	29.7	29
HEM_CLYD477PGP	12133	1991	N	L	63	19	4.2	4
HEM_BISHA03PGP	12075	1991	N	L	9	19	21.2	13
FECGY610PGP	12824	2011	N	L	136	22	5.7	6.14
1129266PIP	10419	2017	N	L	53	25	3.7	3.4
SR1015PSP	8992	1994	N	L	80	88	13	13.7
SR4426PSP	9142	1995	N	L	81	94	3	4.55
FCDOM200444PGP	5595	2004	N	L	906	22	39.9	17.11
SR5414PSP	9191	1999	N	L	118	45	17.6	14.7
SR5413PSP	9190	1995	N	L	61	47	19.7	18
SR2231PSP	9062	2001	N	L	55	33	8.9	12.4
COC2019001PSP	10593	2019	N	L	55	903	10.4	13.8
CE0033PSP	8679	2003	N	L	185	37	4.6	9.91
SR0212PSP	8972	1994	N	L	52	60	7.8	9.3
SR5406PSP	9183	1998	N	L	48	33	29.4	27.5
SR0405PSP	8982	1998	N	L	45	86	40.6	25.9
1280446PIP	35	2008	N	L	63	38	8.9	9.2
CE3004PSP	8763	1998	N	L	23	70	7.8	11.2
SR0213PSP	8973	1994	N	L	60	33	58	30.5
SR5024PSP	9161	2000	N	L	39	117	4.2	4.5
SR5401PSP	9178	2012	N	L	37	5	50.2	24.7
SR5023PSP	9160	1996	N	L	55	5	11.7	9.25
FCTEM2003070PGP	6041	2003	N	L	53	3	25.4	14.48
SR5203PSP	9164	1993	N	L	1	44	23.3	20.5
CE3003PSP	8762	2015	N	L	124	41	5.1	7.9
FCACI_KE200005PGP	4266	2005	N	L	35	13	13.8	13.85
NOR2013002PSP	11781	2013	N	L	29	14	13.1	8.5
NOR2013002PSP	11781	2013	N	L	45	14	21.7	13
NOR2013002PSP	11781	2013	N	L	15	14	29.6	19.1
SR1209PSP	9010	1994	N	L	24	94	6.2	10.8
SR3012PSP	9076	2016	N	L	7	51	29.9	26.7
ACH_IPGP	12067	1953	N	L	89	75	22.9	17.4
1314921PIP	55	2017	N	L	419	20	11.3	11
SR0407PSP	8984	1993	N	L	8	60	55.5	32.6
1253186PIP	6662	2012	N	L	38	1	13.7	8.2
SR0215PSP	8975	1998	N	L	22	54	20.1	20.2
CHA1995022PSP	3258	1995	N	L	27	74	13	17.61
SR5417PSP	9194	1995	N	L	87	170	18.2	18.3
FCBUC_LH200704PGP	3533	2015	N	L	367	45	16.4	9.5
WWA1995022PSP	3112	1995	N	L	26	3	35.4	26.97
FCBOW56-2006-06PGP	5183	2006	N	L	48	13	27.2	21.84
SR4208PSP	9106	1993	N	L	43	55	66.7	28.8
1321811PIP	6861	2014	N	L	35	73	4.1	4.5
SR1209PSP	9010	2000	N	L	6	123	26	22
FCABI200322PGP	4477	2013	N	L	8	13	22.7	19.1
1294231PIP	6957	2015	N	L	5	73	3.6	5.3
BP1993040PSP	3210	2007	N	L	91	12	29.2	21.03
SR4421PSP	9139	1995	N	L	13	70	20.5	14.8
1280636PIP	6758	2012	N	L	67	37	2.7	4.9
SR1201PSP	9002	1992	N	L	50	70	12.3	15.9
SR2011PSP	9033	2023	N	L	15	41	31.8	20.9
SR0208PSP	8968	1993	N	L	10	68	6.2	8.14
CE1030PSP	8735	1993	N	L	88	41	4.4	5.41
SR0016PSP	8956	2000	N	L	19	124	16.6	18
SR2230PSP	9061	1995	N	L	84	117	9.1	12.6
SR1216PSP	9015	1995	N	L	77	40	33.5	21.5
SR0201PSP	8961	1992	N	L	8	33	2.5	5.28
SR4012PSP	9097	1995	N	L	199	170	8.5	7.27
CE3030PSP	8789	2010	N	L	84	50	10.4	12.5
SR1021PSP	8998	2010	N	L	8	44	35.1	22.7
ACH_BPGP	12060	1978	N	L	2	1	43.4	30.7
SR0216PSP	8976	2000	N	L	5	42	44.5	25.7
1246381PIP	6667	2012	N	L	6	1005	8	8.7
WF2001017PGP	7425	2001	N	L	52	74	27.6	22.5
SR0217PSP	8977	1995	N	L	8	51	9.1	8.95
SR2014PSP	9036	1994	N	L	75	51	3.9	5.11
SR5208PSP	9168	1994	N	L	97	22	16.2	10.44
SR5414PSP	9191	1995	N	L	220	169	8.6	7.42
ARGS012PGP	11803	1982	N	L	22	51	39.9	27.43
CE1005PSP	8712	1993	N	L	4	14	3.5	3.43
NBBY012PGP	12371	2003	N	L	50	37	35.1	21.8
SR0206PSP	8966	1993	N	L	28	54	21.2	18.5
SR0405PSP	8982	1998	N	L	49	86	39.6	27
SR5417PSP	9194	1995	N	L	12	170	24.9	20.3
SR5009PSP	9152	1998	N	L	25	70	26.5	25.2
CHA1995014PSP	3250	2007	N	L	37	1091	8.9	8
SR3010PSP	9074	1994	N	L	21	30	53.3	27.4
SR0208PSP	8968	1993	N	L	29	68	13.4	12.5
FCBOW3-2002-38PGP	4971	2007	N	L	243	38	2.5	5.6
FCWEY4S2001067PGP	6338	2001	N	L	35	13	3.7	3.64
SR5007PSP	9150	1993	N	L	59	169	28.5	15.3
GCF1994010PGP	7626	2019	N	L	243	903	8.7	8.5
NOR2013002PSP	11781	2013	N	L	74	14	25.7	19.6
SR5024PSP	9161	2000	N	L	49	117	6.1	5.3
SR5407PSP	9184	1995	N	L	43	47	4	7.75
SR5002PSP	9145	2012	N	L	17	46	14.9	18.8
SR0210PSP	8970	1998	N	L	41	54	5.3	8.5
SR0208PSP	8968	1993	N	L	31	68	11.2	13.5
SR0406PSP	8983	1993	N	L	45	1	37.1	24.7
CE5006PSP	8862	2001	N	L	22	70	50.4	26.3
SR0214PSP	8974	1994	N	L	14	50	30.6	20
FCTEM2003031PGP	5987	2008	N	L	799	73	24.6	20.05
CE2018PSP	6933	1993	N	L	37	74	9.4	13.9
CE2007PSP	8751	1993	N	L	17	2	3.3	3.1
CE3017PSP	8776	2004	N	L	27	30	42.6	23
SR4219PSP	9117	1994	N	L	63	46	16.8	22.8
LD0501PGP	10690	2011	N	L	43	50	23.2	19.3
SR5014PSP	9156	1999	N	L	13	33	55.1	23.1
SR0217PSP	8977	1995	N	L	19	78	12.2	8.34
SR5417PSP	9194	1995	N	L	26	170	18.5	19.3
HEM_PENT367PGP	12257	1991	N	L	20	19	5	8
CE1011PSP	8718	1993	N	L	69	2	14.9	10.36
SR0201PSP	8961	1997	N	L	7	39	53.8	30.2
CHA1999005PSP	3125	2014	N	L	2	45	20.1	19.6
1246381PIP	6667	2012	N	L	19	1005	10.4	9.7
ARGS251PGP	12041	1982	N	L	32	30	11.7	13.41
CE1015PSP	8721	2000	N	L	86	41	3.5	5.2
