plot	subplot	year	origin	tree status	speccode	tree number	dbh	height	Wood (KG)	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
1170561	1	2005	Natural Stand	L 	13	4924	9.9	10.03	15.214	2.617	4.2178	3.3025	7.5203	17.8309	25.3513
1170561	1	2005	Natural Stand	L 	13	4925	10.9	8.71	19.3792	3.2474	4.8327	4.0359	8.8686	22.6265	31.4951
1170561	1	2005	Natural Stand	L 	13	4926	9	8.55	11.9716	2.1133	3.6859	2.7076	6.3935	14.0849	20.4784
1170561	1	2005	Natural Stand	L 	13	4927	10.8	7.76	18.9352	3.181	4.7701	3.9591	8.7292	22.1161	30.8453
1170561	1	2016	Natural Stand	L 	13	4928	17	13.8	59.2554	8.7996	9.0611	10.1901	19.2512	68.0551	87.3063
1170561	1	2016	Natural Stand	L 	13	4929	12.5	12.3	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1170561	1	2016	Natural Stand	L 	13	4930	12.3	12	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1170561	1	2016	Natural Stand	L 	13	4931	15.7	10.6	48.5118	7.3616	8.0969	8.6334	16.7303	55.8734	72.6037
1170561	1	2016	Natural Stand	L 	13	4932	7	8.43	6.3634	1.2027	2.5833	1.6038	4.1871	7.5661	11.7532
1177421	1	2005	Natural Stand	L 	13	4933	12.4	8.51	26.8007	4.3364	5.7994	5.2799	11.0793	31.1371	42.2164
1177421	1	2005	Natural Stand	L 	13	4934	10.9	8.26	19.3792	3.2474	4.8327	4.0359	8.8686	22.6265	31.4951
1177421	1	2005	Natural Stand	L 	13	4935	11.9	7.97	24.1655	3.954	5.4715	4.8459	10.3174	28.1195	38.4369
1177421	1	2005	Natural Stand	L 	13	4936	9.7	7.21	14.4528	2.4999	4.0978	3.165	7.2628	16.9527	24.2155
1177421	1	2005	Natural Stand	L 	13	4937	7.5	6.09	7.5689	1.404	2.8481	1.8518	4.6999	8.9729	13.6728
1177421	1	2005	Natural Stand	L 	13	4938	6.6	5.97	5.4881	1.054	2.377	1.4187	3.7958	6.5422	10.3379
1177421	1	2005	Natural Stand	L 	13	4939	6.5	5.84	5.2814	1.0185	2.3263	1.3743	3.7006	6.3	10.0005
1177421	1	2005	Natural Stand	L 	13	4940	5	4.23	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1177421	1	2009	Natural Stand	L 	13	4947	13.2	9.1	31.3636	4.9892	6.3356	6.0146	12.3502	36.3527	48.7029
1177421	1	2009	Natural Stand	L 	13	4948	13.7	9.1	34.4373	5.423	6.6776	6.4992	13.1768	39.8604	53.0371
1177421	1	2009	Natural Stand	L 	13	4949	12.1	8.9	25.1999	4.1046	5.602	5.0172	10.6192	29.3045	39.9237
1177421	1	2009	Natural Stand	L 	13	4950	12	8.3	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1177421	1	2009	Natural Stand	L 	13	4951	7.5	7	7.5689	1.404	2.8481	1.8518	4.6999	8.9729	13.6728
1177421	1	2009	Natural Stand	L 	13	4952	8.5	6.7	10.3688	1.859	3.3997	2.4036	5.8032	12.2278	18.0311
1177421	1	2009	Natural Stand	L 	13	4953	8.5	6.6	10.3688	1.859	3.3997	2.4036	5.8032	12.2278	18.0311
1177421	1	2009	Natural Stand	L 	13	4954	6	5.2	4.3185	0.8512	2.0773	1.1631	3.2404	5.1697	8.4101
1177421	1	2009	Natural Stand	L 	13	4955	4	2	1.5578	0.3428	1.1707	0.4997	1.6704	1.9006	3.571
1177421	1	2019	Natural Stand	L 	13	4962	14.6	11.8	40.4126	6.2549	7.3064	7.4206	14.727	46.6674	61.3944
1177421	1	2019	Natural Stand	L 	13	4963	17.5	11.4	63.7362	9.3908	9.4403	10.8246	20.2649	73.127	93.3919
1177421	1	2019	Natural Stand	L 	13	4964	12.2	10.8	25.7269	4.1811	5.6676	5.104	10.7715	29.908	40.6795
1177421	1	2019	Natural Stand	L 	13	4965	16.1	10.8	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1177421	1	2019	Natural Stand	L 	13	4966	14.8	10.7	41.8192	6.4487	7.4483	7.634	15.0823	48.2679	63.3502
1177421	1	2019	Natural Stand	L 	13	4967	10.4	10.1	17.2208	2.9228	4.5222	3.6597	8.1818	20.1435	28.3254
1177421	1	2019	Natural Stand	L 	13	4968	10.6	9.7	18.0657	3.0504	4.6457	3.8078	8.4535	21.1161	29.5696
1177421	1	2019	Natural Stand	L 	13	4969	8.8	8.8	11.3138	2.0094	3.5706	2.5838	6.1543	13.3232	19.4776
1177421	1	2019	Natural Stand	L 	13	4970	6.2	6.8	4.6897	0.9161	2.1759	1.2454	3.4213	5.6058	9.0271
1177451	1	2005	Natural Stand	L 	13	4979	19.9	15.23	88.053	12.5282	11.3221	14.149	25.471	100.5812	126.0522
1177451	1	2005	Natural Stand	L 	13	4980	13.2	12.25	31.3636	4.9892	6.3356	6.0146	12.3502	36.3527	48.7029
1177451	1	2005	Natural Stand	L 	13	4981	12.4	12.1	26.8007	4.3364	5.7994	5.2799	11.0793	31.1371	42.2164
1177451	1	2005	Natural Stand	L 	13	4982	6.2	6.6	4.6897	0.9161	2.1759	1.2454	3.4213	5.6058	9.0271
1177451	1	2010	Natural Stand	L 	13	4983	7.7	6.9	8.0868	1.4894	2.9561	1.9562	4.9123	9.5762	14.4884
1177451	1	2021	Natural Stand	L 	13	4984	9.9	7.6	15.214	2.617	4.2178	3.3025	7.5203	17.8309	25.3513
1177451	1	2021	Natural Stand	L 	13	4985	4.3	3.7	1.8685	0.4032	1.2968	0.5809	1.8777	2.2717	4.1494
1184081	1	2015	Natural Stand	L 	13	4989	17.4	12.8	62.8243	9.2708	9.3641	10.6961	20.0602	72.0951	92.1553
1184081	1	2015	Natural Stand	L 	13	4990	16.1	12.4	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1184081	1	2015	Natural Stand	L 	13	4991	14	11.6	36.3652	5.693	6.8854	6.7992	13.6846	42.0583	55.7429
1184081	1	2015	Natural Stand	L 	13	4992	12	11.2	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1184081	1	2015	Natural Stand	L 	13	4993	12.3	9.9	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1184081	1	2015	Natural Stand	L 	13	4994	8.8	9.4	11.3138	2.0094	3.5706	2.5838	6.1543	13.3232	19.4776
1184081	1	2015	Natural Stand	L 	13	4995	5.3	6.5	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1184081	1	2015	Natural Stand	L 	13	4996	6.6	6.3	5.4881	1.054	2.377	1.4187	3.7958	6.5422	10.3379
1184081	1	2015	Natural Stand	L 	13	4997	5.4	6.1	3.3134	0.672	1.7897	0.9339	2.7236	3.9854	6.7089
1184081	1	2015	Natural Stand	L 	13	4998	5	5.3	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1184081	1	2015	Natural Stand	L 	13	4999	3	2.8	0.7557	0.1798	0.7794	0.2744	1.0537	0.9355	1.9892
1184106	1	2007	Natural Stand	L 	13	5152	16.3	14.86	53.3097	8.0077	8.538	9.3352	17.8731	61.3174	79.1906
1184106	1	2007	Natural Stand	L 	13	5153	14.7	14.26	41.1123	6.3514	7.3772	7.5269	14.9042	47.4636	62.3678
1184106	1	2007	Natural Stand	L 	13	5154	15.1	13.17	43.9837	6.7456	7.6627	7.96	15.6228	50.7293	66.352
1184106	1	2007	Natural Stand	L 	13	5155	15.1	12.61	43.9837	6.7456	7.6627	7.96	15.6228	50.7293	66.352
1184106	1	2007	Natural Stand	L 	13	5156	7.9	7.75	8.6254	1.5775	3.0653	2.0635	5.1288	10.203	15.3318
1184106	1	2007	Natural Stand	L 	13	5157	5.1	5.79	2.8698	0.5912	1.6507	0.829	2.4797	3.4609	5.9406
1184106	1	2018	Natural Stand	L 	13	5271	18	17	68.4151	10.0033	9.824	11.4791	21.3031	78.4184	99.7215
1184106	1	2018	Natural Stand	L 	13	5272	15.3	14.5	45.4634	6.9476	7.8067	8.1813	15.988	52.411	68.399
1184106	1	2018	Natural Stand	L 	13	5273	16.6	13.9	55.8116	8.342	8.761	9.6968	18.4578	64.1536	82.6114
1184106	1	2018	Natural Stand	L 	13	5274	16.4	13.6	54.136	8.1183	8.6121	9.4549	18.0671	62.2543	80.3214
1184106	1	2018	Natural Stand	L 	13	5275	12.5	9.2	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1184106	1	2018	Natural Stand	L 	13	5276	9	8.6	11.9716	2.1133	3.6859	2.7076	6.3935	14.0849	20.4784
1184106	1	2018	Natural Stand	L 	13	5277	6	6.4	4.3185	0.8512	2.0773	1.1631	3.2404	5.1697	8.4101
1184106	1	2018	Natural Stand	L 	13	5278	4.1	4.5	1.6576	0.3623	1.2123	0.526	1.7384	2.02	3.7583
1184106	1	2018	Natural Stand	L 	13	5279	4.6	4.5	2.2139	0.469	1.4266	0.6686	2.0952	2.6829	4.7781
1184106	1	2018	Natural Stand	L 	13	5280	4.4	4.3	1.9797	0.4245	1.3397	0.6094	1.9491	2.4043	4.3534
1184106	1	2018	Natural Stand	L 	13	5281	3.3	3.4	0.9603	0.2227	0.8918	0.3346	1.2265	1.183	2.4095
1184141	1	2014	Natural Stand	L 	13	5388	7.8	6.2	8.3535	1.5331	3.0106	2.0095	5.02	9.8866	14.9066
1184141	1	2014	Natural Stand	L 	13	5389	6.8	5.5	5.916	1.127	2.4796	1.5098	3.9893	7.043	11.0323
1184141	1	2014	Natural Stand	L 	13	5390	8.5	5.5	10.3688	1.859	3.3997	2.4036	5.8032	12.2278	18.0311
1184141	1	2014	Natural Stand	L 	13	5391	8.7	5.2	10.9933	1.9586	3.5133	2.523	6.0363	12.9519	18.9881
1184141	1	2014	Natural Stand	L 	13	5392	6.2	4.9	4.6897	0.9161	2.1759	1.2454	3.4213	5.6058	9.0271
1184141	1	2014	Natural Stand	L 	13	5393	5.8	4.6	3.9656	0.7888	1.98	1.0838	3.0638	4.7544	7.8183
1184141	1	2014	Natural Stand	L 	13	5394	5.2	3.8	3.0134	0.6175	1.6967	0.8632	2.5599	3.6308	6.1907
1184141	1	2014	Natural Stand	L 	13	5395	3.7	2.9	1.2805	0.2878	1.0485	0.4247	1.4732	1.5683	3.0415
1184141	1	2014	Natural Stand	L 	13	5396	2.7	2.5	0.5798	0.142	0.6715	0.2203	0.8918	0.7218	1.6135
1184141	1	2014	Natural Stand	L 	13	5397	2.6	2.5	0.5273	0.1304	0.6366	0.2036	0.8402	0.6577	1.4979
1184196	1	2010	Natural Stand	L 	13	5439	18.3	17.36	71.3188	10.3811	10.0564	11.8814	21.9378	81.6999	103.6377
1184196	1	2010	Natural Stand	L 	13	5440	16.6	16.84	55.8116	8.342	8.761	9.6968	18.4578	64.1536	82.6114
1184196	1	2010	Natural Stand	L 	13	5441	16.1	16.08	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1184196	1	2010	Natural Stand	L 	13	5442	19.1	15.23	79.4206	11.4267	10.6837	12.9894	23.6732	90.8473	114.5204
1184196	1	2010	Natural Stand	L 	13	5443	11.9	14.96	24.1655	3.954	5.4715	4.8459	10.3174	28.1195	38.4369
1184196	1	2010	Natural Stand	L 	13	5444	12.7	14.81	28.4612	4.5752	5.9988	5.5496	11.5484	33.0365	44.5849
1184196	1	2010	Natural Stand	L 	13	5445	16.2	14.78	52.4911	7.8979	8.464	9.2162	17.6802	60.389	78.0692
1184196	1	2010	Natural Stand	L 	13	5446	14.1	14.4	37.022	5.7846	6.955	6.9008	13.8559	42.8066	56.6625
1184196	1	2010	Natural Stand	L 	13	5447	12.3	14.17	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1184196	1	2010	Natural Stand	L 	13	5448	11.8	14.14	23.6581	3.8799	5.4065	4.7615	10.168	27.538	37.706
1184196	1	2010	Natural Stand	L 	13	5449	15.3	13.31	45.4634	6.9476	7.8067	8.1813	15.988	52.411	68.399
1184196	1	2010	Natural Stand	L 	13	5450	15.3	13.29	45.4634	6.9476	7.8067	8.1813	15.988	52.411	68.399
1184196	1	2010	Natural Stand	L 	13	5451	5.9	5.03	4.1398	0.8197	2.0285	1.1231	3.1516	4.9595	8.1111
1184196	1	2021	Natural Stand	L 	13	5486	17.3	18.9	61.9203	9.1518	9.2881	10.5684	19.8565	71.072	90.9285
1184196	1	2021	Natural Stand	L 	13	5487	19.1	17.8	79.4206	11.4267	10.6837	12.9894	23.6732	90.8473	114.5204
1184196	1	2021	Natural Stand	L 	13	5488	17.3	17.3	61.9203	9.1518	9.2881	10.5684	19.8565	71.072	90.9285
1184196	1	2021	Natural Stand	L 	13	5489	21	15.8	100.8099	14.135	12.2172	15.8277	28.0449	114.945	142.9899
1184196	1	2021	Natural Stand	L 	13	5490	16.1	15.1	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1184196	1	2021	Natural Stand	L 	13	5491	12.5	15	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1184196	1	2021	Natural Stand	L 	13	5492	13.5	14.8	33.1871	5.2471	6.5402	6.303	12.8432	38.4341	51.2773
1184196	1	2021	Natural Stand	L 	13	5493	12.6	14.6	27.901	4.4948	5.9321	5.4589	11.3911	32.3958	43.7869
1184196	1	2021	Natural Stand	L 	13	5494	12.5	13.9	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1184196	1	2021	Natural Stand	L 	13	5495	10.2	7.8	16.4001	2.7982	4.3997	3.5145	7.9142	19.1983	27.1125
1184196	1	2021	Natural Stand	L 	13	5496	6.5	5.6	5.2814	1.0185	2.3263	1.3743	3.7006	6.3	10.0005
1184291	1	2005	Natural Stand	L 	13	5522	20.6	15.19	96.0506	13.5383	11.8894	15.2059	27.0953	109.5889	136.6843
1184291	1	2005	Natural Stand	L 	13	5523	17.4	13.04	62.8243	9.2708	9.3641	10.6961	20.0602	72.0951	92.1553
1184291	1	2005	Natural Stand	L 	13	5524	16	12.32	50.8767	7.6809	8.3166	8.9807	17.2973	58.5576	75.8549
1184291	1	2005	Natural Stand	L 	13	5525	16.2	11.47	52.4911	7.8979	8.464	9.2162	17.6802	60.389	78.0692
1184291	1	2005	Natural Stand	L 	13	5526	11.7	8.27	23.1572	3.8065	5.3419	4.6778	10.0196	26.9637	36.9833
1184291	1	2005	Natural Stand	L 	13	5527	5	4.53	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1184291	1	2014	Natural Stand	V 	13	5577	21.1	15.9	102.0214	14.2865	12.2996	15.9852	28.2847	116.3079	144.5926
1184291	1	2014	Natural Stand	L 	13	5578	18	14.2	68.4151	10.0033	9.824	11.4791	21.3031	78.4184	99.7215
1184291	1	2014	Natural Stand	L 	13	5579	16.8	12.9	57.518	8.5691	8.9107	9.9418	18.8525	66.0871	84.9397
1184291	1	2014	Natural Stand	L 	13	5580	17.6	12.7	64.656	9.5116	9.5167	10.9539	20.4706	74.1676	94.6382
1184291	1	2014	Natural Stand	L 	13	5581	13.5	10.6	33.1871	5.2471	6.5402	6.303	12.8432	38.4341	51.2773
1184291	1	2014	Natural Stand	L 	13	5582	5.5	4.89	3.4698	0.7002	1.8368	0.9703	2.807	4.1701	6.9771
1184291	1	2014	Natural Stand	L 	13	5583	2.6	2.45	0.5273	0.1304	0.6366	0.2036	0.8402	0.6577	1.4979
1184291	1	2014	Natural Stand	L 	13	5584	2.9	2.1	0.6939	0.1666	0.7429	0.2556	0.9985	0.8606	1.8591
1184361	1	2005	Natural Stand	L 	13	5638	8.4	6.72	10.0648	1.8103	3.3432	2.345	5.6883	11.8751	17.5634
1184361	1	2005	Natural Stand	L 	13	5639	5.7	5.2	3.7959	0.7587	1.9319	1.0452	2.9772	4.5546	7.5317
1184361	1	2015	Natural Stand	L 	13	5658	13	10.7	30.1823	4.8212	6.2002	5.8263	12.0265	35.0035	47.03
1184361	1	2015	Natural Stand	L 	13	5659	9.2	10.6	12.6519	2.2201	3.8023	2.8345	6.6368	14.872	21.5088
1184361	1	2015	Natural Stand	L 	13	5660	11.8	9.6	23.6581	3.8799	5.4065	4.7615	10.168	27.538	37.706
1184361	1	2015	Natural Stand	L 	13	5661	13.1	9.1	30.7695	4.9048	6.2678	5.9201	12.1878	35.6743	47.8621
1184361	1	2015	Natural Stand	L 	13	5662	12	9	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1184361	1	2015	Natural Stand	L 	13	5663	6.6	4.7	5.4881	1.054	2.377	1.4187	3.7958	6.5422	10.3379
1184361	1	2015	Natural Stand	L 	13	5664	5.3	3.6	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1184381	1	2015	Natural Stand	L 	13	5705	3.2	3.8	0.8888	0.2078	0.8539	0.3139	1.1677	1.0967	2.2644
1190971	1	2009	Natural Stand	L 	13	5706	5.3	4.19	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1190971	1	2009	Natural Stand	L 	13	5707	3.2	3.77	0.8888	0.2078	0.8539	0.3139	1.1677	1.0967	2.2644
1190971	1	2009	Natural Stand	L 	13	5708	2.8	3.35	0.6353	0.154	0.7069	0.2376	0.9445	0.7893	1.7339
1190971	1	2019	Natural Stand	L 	13	5709	10.1	7.9	15.9987	2.7371	4.3388	3.4431	7.7819	18.7358	26.5177
1190971	1	2019	Natural Stand	L 	13	5710	8.4	7.1	10.0648	1.8103	3.3432	2.345	5.6883	11.8751	17.5634
1190971	1	2019	Natural Stand	L 	13	5711	4.8	6	2.464	0.516	1.5151	0.7306	2.2457	2.98	5.2257
1191041	1	2008	Natural Stand	L 	13	5712	25.1	18.97	157.8621	21.0872	15.7223	22.9522	38.6745	178.9493	217.6239
1191041	1	2008	Natural Stand	L 	13	5713	23.8	17.81	138.1009	18.7161	14.5831	20.5444	35.1275	156.817	191.9445
1191041	1	2008	Natural Stand	L 	13	5714	15	16.72	43.2549	6.6458	7.5911	7.8506	15.4416	49.9007	65.3423
1191041	1	2008	Natural Stand	L 	13	5715	23.3	15	130.9207	17.8457	14.1517	19.6552	33.8069	148.7664	182.5733
1191041	1	2008	Natural Stand	L 	13	5716	14.9	14.93	42.5334	6.5468	7.5196	7.7419	15.2615	49.0802	64.3417
1191041	1	2008	Natural Stand	L 	13	5717	23.2	14.87	129.5123	17.6744	14.0659	19.4798	33.5457	147.1867	180.7324
1191041	1	2008	Natural Stand	L 	13	5718	14.9	14.35	42.5334	6.5468	7.5196	7.7419	15.2615	49.0802	64.3417
1191041	1	2008	Natural Stand	L 	13	5719	18.4	14.23	72.3029	10.5088	10.1342	12.0171	22.1513	82.8117	104.9629
1191041	1	2008	Natural Stand	L 	13	5720	15.3	13.5	45.4634	6.9476	7.8067	8.1813	15.988	52.411	68.399
1191041	1	2008	Natural Stand	L 	13	5721	15.5	13.46	46.9727	7.153	7.9514	8.4058	16.3572	54.1257	70.4828
1191041	1	2008	Natural Stand	L 	13	5722	13.1	12.33	30.7695	4.9048	6.2678	5.9201	12.1878	35.6743	47.8621
1191041	1	2008	Natural Stand	L 	13	5723	14.7	12.19	41.1123	6.3514	7.3772	7.5269	14.9042	47.4636	62.3678
1191041	1	2008	Natural Stand	L 	13	5724	8.1	9.56	9.1851	1.6685	3.1756	2.1739	5.3495	10.8537	16.2032
1191041	1	2008	Natural Stand	L 	13	5725	9.1	8.93	12.3089	2.1663	3.7439	2.7707	6.5147	14.4752	20.9899
1191041	1	2008	Natural Stand	L 	13	5726	7	6.35	6.3634	1.2027	2.5833	1.6038	4.1871	7.5661	11.7532
1191041	1	2008	Natural Stand	L 	13	5727	5.1	6.29	2.8698	0.5912	1.6507	0.829	2.4797	3.4609	5.9406
1191041	1	2008	Natural Stand	L 	13	5728	5	4.57	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1191041	1	2019	Natural Stand	L 	13	5879	26.4	20.6	179.2362	23.616	16.8862	25.4991	42.3853	202.8522	245.2376
1191041	1	2019	Natural Stand	L 	13	5880	24.8	18.8	153.1602	20.5261	15.4572	22.3843	37.8414	173.6864	211.5278
1191041	1	2019	Natural Stand	L 	13	5881	16	17.6	50.8767	7.6809	8.3166	8.9807	17.2973	58.5576	75.8549
1191041	1	2019	Natural Stand	L 	13	5882	24.6	16.5	150.0731	20.1567	15.2812	22.0097	37.2909	170.2298	207.5207
1191041	1	2019	Natural Stand	L 	13	5883	23.3	16.3	130.9207	17.8457	14.1517	19.6552	33.8069	148.7664	182.5733
1191041	1	2019	Natural Stand	L 	13	5884	15.9	16.1	50.0809	7.5736	8.2431	8.8641	17.1073	57.6545	74.7618
1191041	1	2019	Natural Stand	L 	13	5885	18.9	15.8	77.3458	11.1601	10.5258	12.7076	23.2334	88.5059	111.7394
1191041	1	2019	Natural Stand	L 	13	5886	15.8	15.5	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1191041	1	2019	Natural Stand	L 	13	5887	16.1	15.1	51.6801	7.789	8.3902	9.0981	17.4882	59.4691	76.9573
1191041	1	2019	Natural Stand	L 	13	5888	15.8	14.1	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1191041	1	2019	Natural Stand	L 	13	5889	15.2	13.8	44.7199	6.8462	7.7346	8.0703	15.8049	51.566	67.3709
1191041	1	2019	Natural Stand	L 	13	5890	13.6	13.4	33.8087	5.3346	6.6088	6.4007	13.0095	39.1434	52.1528
1191041	1	2019	Natural Stand	L 	13	5891	8.2	9.8	9.473	1.7151	3.2312	2.2302	5.4614	11.188	16.6494
1191041	1	2019	Natural Stand	L 	13	5892	9.3	9.7	13.0006	2.2746	3.8608	2.8991	6.76	15.2752	22.0351
1191041	1	2019	Natural Stand	L 	13	5893	5.2	5.8	3.0134	0.6175	1.6967	0.8632	2.5599	3.6308	6.1907
1191041	1	2019	Natural Stand	L 	13	5894	5.6	5.1	3.6307	0.7291	1.8842	1.0074	2.8915	4.3598	7.2513
1191041	1	2019	Natural Stand	L 	13	5895	6.8	1.4	5.916	1.127	2.4796	1.5098	3.9893	7.043	11.0323
1191151	1	2005	Natural Stand	L 	13	6037	17.2	11.73	61.0242	9.0335	9.2122	10.4415	19.6537	70.0577	89.7114
1191151	1	2005	Natural Stand	L 	13	6038	15.5	10.33	46.9727	7.153	7.9514	8.4058	16.3572	54.1257	70.4828
1191151	1	2005	Natural Stand	L 	13	6039	14.4	9.89	39.0349	6.0643	7.1652	7.2104	14.3756	45.0992	59.4747
1191151	1	2005	Natural Stand	L 	13	6040	12.7	8.52	28.4612	4.5752	5.9988	5.5496	11.5484	33.0365	44.5849
1191151	1	2005	Natural Stand	L 	13	6041	10.3	6.7	16.8074	2.8601	4.4608	3.5867	8.0475	19.6675	27.715
1191151	1	2005	Natural Stand	L 	13	6042	6.4	5.24	5.0795	0.9837	2.2758	1.3306	3.6064	6.0632	9.6696
1191151	1	2010	Natural Stand	L 	13	6049	18.2	14.1	70.3428	10.2543	9.9788	11.7465	21.7252	80.5971	102.3224
1191151	1	2010	Natural Stand	L 	13	6050	15.6	11.6	47.7385	7.2569	8.024	8.5192	16.5432	54.9954	71.5386
1191151	1	2010	Natural Stand	L 	13	6051	13.7	11.32	34.4373	5.423	6.6776	6.4992	13.1768	39.8604	53.0371
1191151	1	2010	Natural Stand	L 	13	6052	14.5	10.3	39.7201	6.1592	7.2357	7.3151	14.5508	45.8793	60.4301
1191151	1	2010	Natural Stand	L 	13	6053	13.4	8.8	32.5723	5.1603	6.4717	6.2061	12.6778	37.7326	50.4105
1191151	1	2010	Natural Stand	L 	13	6054	11.1	6.9	20.2858	3.3826	4.9586	4.1917	9.1503	23.6684	32.8187
1191151	1	2010	Natural Stand	L 	13	6055	7.2	5.7	6.8305	1.2812	2.6883	1.7007	4.3891	8.1117	12.5007
1191151	1	2021	Natural Stand	L 	13	6062	12.5	12.3	27.3475	4.4152	5.8657	5.369	11.2347	31.7627	42.9974
1191151	1	2021	Natural Stand	L 	13	6063	15.7	12	48.5118	7.3616	8.0969	8.6334	16.7303	55.8734	72.6037
1191151	1	2021	Natural Stand	L 	13	6064	15.8	11.92	49.2926	7.4672	8.1699	8.7484	16.9183	56.7598	73.6781
1191151	1	2021	Natural Stand	L 	13	6065	14.4	9.5	39.0349	6.0643	7.1652	7.2104	14.3756	45.0992	59.4747
1191151	1	2021	Natural Stand	L 	13	6066	12	9.1	24.6794	4.0289	5.5366	4.9312	10.4678	28.7084	39.1761
1191151	1	2021	Natural Stand	L 	13	6067	9.8	8.3	14.8305	2.5581	4.1577	3.2334	7.3911	17.3885	24.7796
1191166	1	2005	Natural Stand	L 	13	6072	10.3	9.73	16.8074	2.8601	4.4608	3.5867	8.0475	19.6675	27.715
1191166	1	2005	Natural Stand	L 	13	6073	8.4	9.13	10.0648	1.8103	3.3432	2.345	5.6883	11.8751	17.5634
1191166	1	2005	Natural Stand	L 	13	6074	8.5	8.86	10.3688	1.859	3.3997	2.4036	5.8032	12.2278	18.0311
1191166	1	2005	Natural Stand	L 	13	6075	9.1	8.06	12.3089	2.1663	3.7439	2.7707	6.5147	14.4752	20.9899
1191166	1	2005	Natural Stand	L 	13	6076	5.3	7.26	3.1612	0.6444	1.743	0.8982	2.6412	3.8056	6.4468
1191166	1	2005	Natural Stand	L 	13	6077	4.3	5.78	1.8685	0.4032	1.2968	0.5809	1.8777	2.2717	4.1494
1191166	1	2014	Natural Stand	L 	13	6080	13.1	11.8	30.7695	4.9048	6.2678	5.9201	12.1878	35.6743	47.8621
1191166	1	2014	Natural Stand	L 	13	6081	10.1	10.9	15.9987	2.7371	4.3388	3.4431	7.7819	18.7358	26.5177
1191166	1	2014	Natural Stand	L 	13	6082	6.6	9.4	5.4881	1.054	2.377	1.4187	3.7958	6.5422	10.3379
1191166	1	2014	Natural Stand	L 	13	6083	10.1	8.7	15.9987	2.7371	4.3388	3.4431	7.7819	18.7358	26.5177
1191166	1	2014	Natural Stand	L 	13	6084	4.9	6.1	2.5951	0.5404	1.5599	0.7627	2.3226	3.1355	5.4581
1191171	1	2009	Natural Stand	L 	13	6085	17.5	15.5	63.7362	9.3908	9.4403	10.8246	20.2649	73.127	93.3919
1191171	1	2009	Natural Stand	L 	13	6086	18.1	14.1	69.375	10.1284	9.9013	11.6124	21.5137	79.5033	101.017
1191171	1	2009	Natural Stand	L 	13	6087	18	14	68.4151	10.0033	9.824	11.4791	21.3031	78.4184	99.7215
1191171	1	2009	Natural Stand	L 	13	6088	17.6	12.8	64.656	9.5116	9.5167	10.9539	20.4706	74.1676	94.6382
1191171	1	2009	Natural Stand	L 	13	6089	12.3	11.4	26.2605	4.2583	5.7334	5.1916	10.9249	30.5188	41.4438
1191171	1	2009	Natural Stand	L 	13	6090	4	4.39	1.5578	0.3428	1.1707	0.4997	1.6704	1.9006	3.571
1191171	1	2009	Natural Stand	L 	13	6091	5	3.6	2.7303	0.5655	1.6051	0.7955	2.4006	3.2958	5.6964
1191171	1	2009	Natural Stand	L 	13	6092	3.3	3.24	0.9603	0.2227	0.8918	0.3346	1.2265	1.183	2.4095
1191171	1	2019	Natural Stand	L 	13	6114	20.6	19.3	96.0506	13.5383	11.8894	15.2059	27.0953	109.5889	136.6843
1191171	1	2019	Natural Stand	L 	13	6115	17.6	18.9	64.656	9.5116	9.5167	10.9539	20.4706	74.1676	94.6382
1191171	1	2019	Natural Stand	L 	13	6116	18.7	18.4	75.3041	10.897	10.3687	12.429	22.7976	86.201	108.9987
1191171	1	2019	Natural Stand	L 	13	6117	19.9	17.4	88.053	12.5282	11.3221	14.149	25.471	100.5812	126.0522
1191171	1	2019	Natural Stand	L 	13	6118	21.3	17.1	104.4707	14.592	12.4648	16.3025	28.7673	119.0627	147.83
